episode,env_steps,return,actor_loss,critic_loss,mean_advantage
1,15,15.0,0.044795431196689606,0.4069330394268036,-4.855295188122e-08
2,35,20.0,-0.00515223341062665,0.45297566056251526,1.2814999195143173e-07
3,53,18.0,0.026158910244703293,0.39559406042099,7.285012060265217e-08
4,69,16.0,0.021211476996541023,0.37086841464042664,4.470348358154297e-08
5,91,22.0,0.004318029619753361,0.38625791668891907,9.482557317141982e-08
6,105,14.0,0.10421769320964813,0.3836660385131836,7.82310962677002e-08
7,121,16.0,0.09996411949396133,0.31093865633010864,-1.564621925354004e-07
8,135,14.0,-0.09649252146482468,0.40860217809677124,8.993914946131554e-08
9,155,20.0,-0.025346973910927773,0.37508025765419006,2.2351741790771484e-08
10,172,17.0,-0.011963699012994766,0.4018617570400238,-2.8049244704675402e-08
11,188,16.0,0.03725525364279747,0.34843483567237854,7.450580596923828e-08
12,230,42.0,0.022392285987734795,0.4222678542137146,-2.554484801464696e-08
13,244,14.0,0.009007672779262066,0.4654693305492401,-1.351748153410881e-07
14,256,12.0,0.02789953351020813,0.45971909165382385,1.6142924152973137e-07
15,278,22.0,2.3395288735628128e-05,0.5145922899246216,-8.12790617032988e-08
16,288,10.0,0.121946319937706,0.2893494963645935,7.152557657263969e-08
17,303,15.0,0.07054827362298965,0.32630252838134766,-1.8800298562382523e-07
18,337,34.0,0.013251600787043571,0.3847605288028717,-5.7851565316013875e-08
19,351,14.0,0.07347816228866577,0.2847157418727875,5.9072458924447346e-08
20,372,21.0,-0.0012641572393476963,0.4594745635986328,7.237706967089252e-08
21,381,9.0,-0.19602836668491364,0.2865416705608368,-5.298190686175985e-08
22,411,30.0,-0.00453822361305356,0.3666638731956482,-6.953874986947994e-08
23,426,15.0,-0.03280051052570343,0.2622068524360657,-1.611808926327285e-07
24,487,61.0,0.04152793437242508,0.3873293101787567,7.621577680083647e-08
25,510,23.0,-0.061330646276474,0.2873428761959076,6.867491464390696e-08
26,523,13.0,0.013549752533435822,0.4399925470352173,6.189713275261965e-08
27,539,16.0,-0.048128917813301086,0.33427637815475464,3.725290298461914e-08
28,562,23.0,-0.004088634625077248,0.4671778380870819,1.5937763464535237e-07
29,581,19.0,0.08292260766029358,0.23897351324558258,-8.470133394666846e-08
