episode,env_steps,return,loss
64,1569,65.0,-0.12932157516479492
65,1626,57.0,-0.014147043228149414
66,1673,47.0,-0.15633773803710938
67,1696,23.0,-0.14143383502960205
68,1774,78.0,0.2793443202972412
69,1784,10.0,-0.08813369274139404
70,1796,12.0,-0.07627791166305542
71,1827,31.0,-0.33470726013183594
72,1872,45.0,0.0561671257019043
73,1904,32.0,-0.2877159118652344
74,1940,36.0,0.024386882781982422
75,1958,18.0,-0.19516360759735107
76,1990,32.0,0.014418959617614746
77,2011,21.0,-0.21244537830352783
78,2030,19.0,0.5805826783180237
79,2078,48.0,-0.37905311584472656
80,2092,14.0,-0.3230466842651367
81,2121,29.0,0.47723400592803955
82,2142,21.0,-0.39750492572784424
83,2154,12.0,0.4002373218536377
84,2170,16.0,0.25979483127593994
85,2180,10.0,-0.05326974391937256
86,2233,53.0,-1.5704467296600342
87,2247,14.0,-0.06337785720825195
88,2289,42.0,-1.1298295259475708
89,2309,20.0,0.2550323009490967
90,2343,34.0,0.1266491413116455
91,2380,37.0,-0.2681683301925659
92,2413,33.0,0.558233916759491
93,2443,30.0,-0.08731722831726074
94,2491,48.0,-0.1224474310874939
95,2531,40.0,0.030479848384857178
96,2549,18.0,0.46660280227661133
97,2625,76.0,0.2828015089035034
98,2637,12.0,0.4373629093170166
99,2649,12.0,-0.23953115940093994
100,2662,13.0,0.20233798027038574
101,2725,63.0,-0.2791174054145813
102,2757,32.0,0.15800964832305908
103,2779,22.0,0.3898913264274597
104,2822,43.0,0.15307432413101196
105,2844,22.0,0.477675199508667
106,2876,32.0,0.15523898601531982
107,2898,22.0,-0.10041356086730957
108,2910,12.0,-1.1147085428237915
109,2924,14.0,-1.6546189785003662
110,2948,24.0,0.2138303518295288
111,3019,71.0,-1.3336966037750244
112,3106,87.0,-0.473781943321228
113,3135,29.0,-0.9129887819290161
114,3153,18.0,0.35582196712493896
115,3168,15.0,-0.9860401153564453
116,3192,24.0,-0.91092848777771
117,3206,14.0,-0.2749698758125305
118,3226,20.0,0.603243887424469
119,3327,101.0,0.314167320728302
120,3408,81.0,-1.0262165069580078
121,3442,34.0,0.5660496950149536
122,3480,38.0,-1.4963068962097168
123,3540,60.0,0.04261970520019531
124,3557,17.0,-1.1668342351913452
125,3594,37.0,-0.3123023509979248
126,3611,17.0,-0.22723019123077393
127,3683,72.0,0.7071423530578613
128,3701,18.0,-0.18914422392845154
129,3734,33.0,0.27853477001190186
130,3777,43.0,0.7549464702606201
131,3811,34.0,-1.2910820245742798
132,3891,80.0,-0.10119879245758057
133,3926,35.0,0.8754992485046387
134,3967,41.0,-0.5162332653999329
135,3989,22.0,-1.166727066040039
136,4004,15.0,0.9617052674293518
137,4037,33.0,-1.1654545068740845
138,4051,14.0,0.3255913257598877
139,4099,48.0,0.2391669750213623
140,4116,17.0,-0.7681841850280762
141,4166,50.0,0.1241297721862793
142,4238,72.0,-1.1845552921295166
143,4327,89.0,0.28881049156188965
144,4364,37.0,-0.9985042810440063
145,4380,16.0,-0.10384225845336914
146,4472,92.0,0.8347693681716919
147,4490,18.0,-1.2066410779953003
148,4512,22.0,0.5852223634719849
149,4560,48.0,0.11538106203079224
150,4578,18.0,-0.11179035902023315
151,4613,35.0,0.43782472610473633
152,4645,32.0,0.1827501654624939
153,4699,54.0,-1.8731662034988403
154,4731,32.0,-0.92562335729599
155,4753,22.0,0.01803654432296753
156,4792,39.0,0.060406506061553955
157,4838,46.0,0.7266637682914734
158,4898,60.0,0.19627368450164795
159,4922,24.0,0.5430331230163574
160,4956,34.0,-3.8732762336730957
161,5018,62.0,-0.589187502861023
162,5030,12.0,0.5291287899017334
163,5065,35.0,0.35407865047454834
164,5092,27.0,-1.2084319591522217
165,5105,13.0,-0.2765820026397705
166,5117,12.0,0.48949673771858215
167,5166,49.0,0.5308871269226074
168,5203,37.0,0.3937201499938965
169,5225,22.0,-0.1333392858505249
170,5264,39.0,-0.10707318782806396
171,5294,30.0,0.1473814845085144
172,5328,34.0,-0.051136314868927
173,5340,12.0,0.4357531666755676
174,5366,26.0,0.3485106825828552
175,5421,55.0,0.7453870177268982
176,5451,30.0,-2.782729148864746
177,5511,60.0,-0.3187943696975708
178,5560,49.0,0.5381380319595337
179,5576,16.0,-0.3521007299423218
180,5597,21.0,-0.5435420274734497
181,5621,24.0,0.4320744276046753
182,5667,46.0,0.21641242504119873
183,5738,71.0,-0.6068736910820007
184,5753,15.0,-0.80698162317276
185,5774,21.0,0.624843418598175
186,5801,27.0,0.3229832053184509
187,5831,30.0,-0.7436046600341797
188,5940,109.0,0.8376128673553467
189,5983,43.0,-0.5462502241134644
190,6010,27.0,-1.70033597946167
191,6037,27.0,-3.070618152618408
192,6062,25.0,0.5814869403839111
193,6089,27.0,-0.05918705463409424
194,6141,52.0,0.22402751445770264
195,6187,46.0,0.5389439463615417
196,6276,89.0,-1.2902495861053467
197,6307,31.0,-0.4076009690761566
198,6328,21.0,-1.1651155948638916
199,6382,54.0,0.018368542194366455
200,6405,23.0,0.5579634308815002
201,6438,33.0,-0.4269903898239136
202,6461,23.0,0.47467416524887085
203,6505,44.0,0.18963003158569336
204,6528,23.0,-0.04468521475791931
205,6616,88.0,0.7214806079864502
206,6665,49.0,-1.0451912879943848
207,6782,117.0,0.363478422164917
208,6823,41.0,-4.781256198883057
209,6837,14.0,-0.6716740131378174
210,6922,85.0,-3.166306734085083
211,6946,24.0,-0.2685874104499817
212,6992,46.0,-0.7812498211860657
213,7047,55.0,-0.7094166874885559
214,7065,18.0,0.28086692094802856
215,7130,65.0,-1.9553310871124268
216,7145,15.0,0.6647288203239441
217,7200,55.0,1.1046148538589478
218,7329,129.0,-2.5591747760772705
219,7446,117.0,-0.18073809146881104
220,7464,18.0,-0.7759672403335571
221,7610,146.0,-1.1277415752410889
222,7639,29.0,-1.3590010404586792
223,7669,30.0,0.441204309463501
224,7726,57.0,-0.9317783117294312
225,7755,29.0,0.8361085057258606
226,7809,54.0,-1.2132441997528076
227,7899,90.0,1.528648853302002
228,7936,37.0,-0.6598202586174011
229,7998,62.0,-0.9553732872009277
230,8104,106.0,-5.214515686035156
231,8132,28.0,-1.5647271871566772
232,8171,39.0,-1.5437958240509033
233,8209,38.0,0.2280932068824768
234,8263,54.0,0.29290080070495605
235,8293,30.0,0.40836676955223083
236,8375,82.0,-3.859750270843506
237,8466,91.0,0.021019577980041504
238,8519,53.0,0.39441365003585815
239,8540,21.0,-1.0770350694656372
240,8587,47.0,-2.2621331214904785
241,8661,74.0,0.011487424373626709
242,8694,33.0,0.4164199233055115
243,8738,44.0,0.02231121063232422
244,8778,40.0,-0.232987642288208
245,8796,18.0,-3.6363625526428223
246,8871,75.0,0.6927485466003418
247,8906,35.0,0.3131979703903198
248,8980,74.0,-1.2587553262710571
249,9003,23.0,2.00360369682312
250,9057,54.0,0.7446261048316956
251,9098,41.0,0.5989864468574524
252,9178,80.0,-0.6430675983428955
253,9217,39.0,-1.6310194730758667
254,9244,27.0,0.07915472984313965
255,9275,31.0,-0.2150527834892273
256,9313,38.0,-0.8098821640014648
257,9391,78.0,-0.0012345314025878906
258,9415,24.0,-0.5797136425971985
259,9501,86.0,1.3034018278121948
260,9671,170.0,-0.7477401494979858
261,9685,14.0,-0.1180296540260315
262,9817,132.0,1.2540993690490723
263,9835,18.0,0.5029541850090027
264,9861,26.0,-0.2378489375114441
265,9887,26.0,1.1844499111175537
266,9934,47.0,-1.5107020139694214
267,9958,24.0,-0.1839233934879303
268,10011,53.0,0.5487194061279297
269,10051,40.0,-2.256418228149414
270,10130,79.0,-1.7661409378051758
271,10187,57.0,-0.11473321914672852
272,10235,48.0,0.16702860593795776
273,10289,54.0,0.3431900143623352
274,10372,83.0,0.5964940786361694
275,10435,63.0,-2.057323455810547
276,10467,32.0,-1.0841459035873413
277,10528,61.0,0.7368302941322327
278,10568,40.0,0.3008779287338257
279,10690,122.0,-2.0078768730163574
280,10721,31.0,-0.15245211124420166
281,10773,52.0,-1.1618314981460571
282,10847,74.0,1.3812710046768188
283,10893,46.0,0.965495228767395
284,10961,68.0,-2.126210927963257
285,10978,17.0,-0.0789027214050293
286,10991,13.0,-0.3737437129020691
287,11013,22.0,0.9213250875473022
288,11039,26.0,-1.4206438064575195
289,11079,40.0,-4.2056474685668945
290,11156,77.0,0.006845831871032715
291,11249,93.0,-2.516845703125
292,11316,67.0,-1.9410512447357178
293,11426,110.0,-2.8828647136688232
294,11503,77.0,-0.5537083148956299
295,11578,75.0,1.547438144683838
296,11613,35.0,-0.35178473591804504
297,11722,109.0,-0.3935320973396301
298,11797,75.0,-4.417874813079834
299,11877,80.0,-0.0003606081008911133
300,11932,55.0,0.09727859497070312
301,12025,93.0,0.2872719168663025
302,12070,45.0,0.6239692568778992
303,12144,74.0,0.9528252482414246
304,12173,29.0,0.7058433294296265
305,12194,21.0,1.76356840133667
306,12245,51.0,0.502572774887085
307,12279,34.0,-6.338991165161133
308,12335,56.0,0.3484935760498047
309,12438,103.0,-2.4550509452819824
310,12483,45.0,-2.369330644607544
311,12515,32.0,0.262107789516449
312,12539,24.0,-2.7944250106811523
313,12564,25.0,0.003602951765060425
314,12635,71.0,0.5571759939193726
315,12795,160.0,-0.4402504861354828
316,12959,164.0,0.8415964245796204
317,13002,43.0,-1.7771034240722656
318,13142,140.0,-1.7617192268371582
319,13177,35.0,-0.20782965421676636
320,13284,107.0,-0.7319528460502625
321,13339,55.0,0.18419194221496582
322,13484,145.0,0.8485784530639648
323,13584,100.0,0.6884734034538269
324,13645,61.0,-3.5608396530151367
325,13711,66.0,-1.6241495609283447
326,13804,93.0,-0.5372180938720703
327,13866,62.0,-0.47620487213134766
328,14007,141.0,-0.7535707950592041
329,14170,163.0,-2.2693841457366943
330,14220,50.0,-0.9347447156906128
331,14405,185.0,-1.6298296451568604
332,14510,105.0,-1.179314374923706
333,14534,24.0,0.6041146516799927
334,14662,128.0,-4.501105785369873
335,14685,23.0,0.5628146529197693
336,14729,44.0,-0.3133879601955414
337,14796,67.0,-1.6856451034545898
338,14843,47.0,0.20527780055999756
339,14952,109.0,0.13352417945861816
340,15089,137.0,0.5562645196914673
341,15208,119.0,-3.0059726238250732
342,15282,74.0,-4.425042629241943
343,15367,85.0,0.03589761257171631
344,15437,70.0,-1.5756874084472656
345,15503,66.0,0.11703196167945862
346,15652,149.0,0.5000870227813721
347,15737,85.0,-0.26955103874206543
348,15844,107.0,-0.4789635241031647
349,15970,126.0,-3.7973647117614746
350,16113,143.0,0.25462961196899414
351,16139,26.0,0.8782442808151245
352,16173,34.0,-1.1834824085235596
353,16192,19.0,-1.7924081087112427
354,16285,93.0,0.4022659659385681
355,16398,113.0,-0.7384118437767029
356,16470,72.0,-2.6372902393341064
357,16671,201.0,-3.510324239730835
358,16788,117.0,-3.782289505004883
359,16847,59.0,-3.0481204986572266
360,16890,43.0,-2.5533647537231445
361,16992,102.0,-1.746354103088379
362,17117,125.0,-6.62564754486084
363,17186,69.0,-4.155874252319336
364,17292,106.0,-0.3929934799671173
365,17338,46.0,-1.6142524480819702
366,17494,156.0,-0.5059397220611572
367,17633,139.0,-5.120255947113037
368,17712,79.0,-2.572211742401123
369,17816,104.0,-1.2228474617004395
370,17942,126.0,-0.8459559082984924
371,18047,105.0,0.22865116596221924
372,18146,99.0,1.0912866592407227
373,18396,250.0,-2.8690848350524902
374,18501,105.0,-0.07995980978012085
375,18629,128.0,-1.0534881353378296
376,18810,181.0,-2.441197633743286
377,18975,165.0,-0.46715253591537476
378,19084,109.0,-1.9735277891159058
379,19198,114.0,-1.2968302965164185
380,19250,52.0,0.7090775370597839
381,19291,41.0,-3.1280317306518555
382,19316,25.0,4.003514289855957
383,19691,375.0,-0.8798445463180542
384,19811,120.0,-2.865921974182129
385,20000,189.0,-1.1804065704345703
386,20032,32.0,-1.68404221534729
387,20180,148.0,-0.6966567039489746
388,20317,137.0,2.118500232696533
389,20450,133.0,-1.0494930744171143
390,20528,78.0,-1.833202600479126
391,20693,165.0,-7.892301082611084
392,20876,183.0,-0.0032804012298583984
393,21014,138.0,-8.41960334777832
394,21214,200.0,1.6924638748168945
395,21375,161.0,-1.7198240756988525
396,21656,281.0,-1.3049437999725342
397,21831,175.0,-3.230072259902954
398,22020,189.0,1.693302869796753
399,22186,166.0,3.8368752002716064
400,22354,168.0,-4.281564235687256
401,22663,309.0,0.05251669883728027
402,22842,179.0,-0.10123294591903687
403,22934,92.0,-1.1858253479003906
404,23030,96.0,-0.1489872932434082
405,23204,174.0,-7.385915279388428
406,23220,16.0,0.6211128234863281
407,23342,122.0,-0.9175602197647095
408,23377,35.0,-2.8274126052856445
409,23397,20.0,-0.7881492376327515
410,23594,197.0,-0.9529901742935181
411,23740,146.0,-2.8736910820007324
412,23909,169.0,-1.3116073608398438
413,24110,201.0,-1.369509220123291
414,24304,194.0,-2.5562326908111572
415,24500,196.0,0.10795164108276367
416,24664,164.0,1.455484390258789
417,24736,72.0,-2.052912712097168
418,24858,122.0,-3.6508522033691406
419,25094,236.0,0.3805173635482788
420,25249,155.0,-0.6147323250770569
421,25359,110.0,-3.9630823135375977
422,25380,21.0,-0.5024151802062988
423,25512,132.0,-0.769986629486084
424,25621,109.0,-2.3197295665740967
425,25743,122.0,-2.3567914962768555
426,25926,183.0,-0.8143901824951172
427,26022,96.0,-1.5198906660079956
428,26197,175.0,1.0158166885375977
429,26263,66.0,-1.0605648756027222
430,26399,136.0,-3.6541635990142822
431,26541,142.0,-4.468752861022949
432,26602,61.0,-1.626207709312439
433,26970,368.0,-3.7159690856933594
434,27071,101.0,-1.4458343982696533
435,27190,119.0,-1.187439203262329
436,27456,266.0,-0.6827199459075928
437,27619,163.0,-2.578646659851074
438,27668,49.0,-1.9854463338851929
439,27792,124.0,-3.2692294120788574
440,27957,165.0,4.8635053634643555
441,28263,306.0,3.1001174449920654
442,28453,190.0,-0.6894426345825195
443,28607,154.0,-1.4846395254135132
444,28924,317.0,0.679002046585083
445,29159,235.0,-1.3457804918289185
446,29247,88.0,-0.16733551025390625
447,29378,131.0,-2.4324944019317627
448,29541,163.0,-1.6880899667739868
449,29741,200.0,0.3186519742012024
450,30027,286.0,-1.0686677694320679
451,30151,124.0,0.5002074241638184
452,30277,126.0,0.10525345802307129
453,30389,112.0,-0.6015313267707825
454,30823,434.0,-2.88798451423645
455,30955,132.0,1.6716517210006714
456,31102,147.0,2.21884822845459
457,31266,164.0,-8.793624877929688
458,31391,125.0,-0.5986291170120239
459,31631,240.0,1.839938759803772
460,31765,134.0,-0.511921763420105
461,31879,114.0,-1.2404711246490479
462,32012,133.0,-1.7596423625946045
463,32045,33.0,0.11156873404979706
464,32316,271.0,-3.5534207820892334
465,32491,175.0,-0.886438250541687
466,32639,148.0,-0.30423930287361145
467,32959,320.0,1.6396987438201904
468,33141,182.0,-3.4230549335479736
469,33377,236.0,-2.863949775695801
470,33592,215.0,-2.2451159954071045
471,33712,120.0,-2.6035315990448
472,33929,217.0,-0.9553882479667664
473,34027,98.0,1.7233388423919678
474,34283,256.0,-4.144157409667969
475,34407,124.0,-1.3407764434814453
476,34591,184.0,-1.413374662399292
477,34767,176.0,-1.7491141557693481
478,34978,211.0,0.5890352725982666
479,35145,167.0,-4.376110553741455
480,35212,67.0,-4.1883769035339355
481,35266,54.0,-2.362149238586426
482,35303,37.0,-2.762009382247925
483,35464,161.0,-0.2724189758300781
484,35516,52.0,-1.3007375001907349
485,35584,68.0,-4.923495292663574
486,35717,133.0,1.6201633214950562
487,35989,272.0,1.4709300994873047
488,36326,337.0,-2.8581600189208984
489,36417,91.0,-10.526411056518555
490,36569,152.0,-1.1904165744781494
491,36899,330.0,-4.294849395751953
492,37094,195.0,1.5172168016433716
493,37331,237.0,-0.5004120469093323
494,37477,146.0,-2.6647634506225586
495,37524,47.0,-0.7870386838912964
496,37547,23.0,-1.4971100091934204
497,37752,205.0,-1.3309742212295532
498,37862,110.0,-1.3247922658920288
499,37907,45.0,-1.6967885494232178
500,38073,166.0,-4.51857328414917
501,38209,136.0,-3.08593487739563
502,38330,121.0,0.5916403532028198
503,38573,243.0,-1.6617281436920166
504,38687,114.0,-0.7305869460105896
505,38975,288.0,-1.9324641227722168
506,39379,404.0,0.9685120582580566
507,39595,216.0,-5.605691909790039
508,39744,149.0,-5.597681999206543
509,39973,229.0,1.1317851543426514
510,40169,196.0,-3.6863389015197754
511,40356,187.0,-3.6003575325012207
512,40484,128.0,-3.5938334465026855
513,40879,395.0,-6.927030086517334
514,41102,223.0,-1.7939659357070923
515,41222,120.0,-3.684910297393799
516,41512,290.0,-4.701630592346191
517,41683,171.0,-1.1821904182434082
518,42033,350.0,-5.0255231857299805
519,42305,272.0,-2.8705544471740723
520,42472,167.0,0.5450916290283203
521,42586,114.0,0.4285038709640503
522,42794,208.0,-4.159646034240723
523,42953,159.0,-1.4964134693145752
524,43453,500.0,-9.585647583007812
525,43623,170.0,2.4095277786254883
526,43834,211.0,-11.051116943359375
527,44204,370.0,-4.955663204193115
528,44356,152.0,-1.8750967979431152
529,44406,50.0,-1.4056717157363892
530,44670,264.0,-5.385759353637695
531,44818,148.0,3.525580406188965
532,45039,221.0,1.102787733078003
533,45171,132.0,-10.70055103302002
534,45346,175.0,-5.5988664627075195
535,45556,210.0,-4.1005940437316895
536,45697,141.0,-3.7679495811462402
537,45897,200.0,1.6976418495178223
538,46051,154.0,-1.018031120300293
539,46276,225.0,-2.176271438598633
540,46688,412.0,5.261006832122803
541,47039,351.0,2.718381404876709
542,47123,84.0,-11.654226303100586
543,47438,315.0,-2.830641746520996
544,47615,177.0,-6.161191940307617
545,47979,364.0,-2.175930976867676
546,48393,414.0,-11.561517715454102
547,48773,380.0,-0.9434401988983154
548,48956,183.0,-3.1962995529174805
549,49445,489.0,-7.013280391693115
550,49694,249.0,-3.400503158569336
551,49990,296.0,3.5419559478759766
552,50104,114.0,-3.5427582263946533
553,50236,132.0,-6.646652698516846
554,50499,263.0,-6.602679252624512
555,50674,175.0,1.0475578308105469
556,50975,301.0,-1.0843690633773804
557,51028,53.0,-4.581474304199219
558,51365,337.0,1.566673755645752
559,51624,259.0,-4.129478931427002
560,51805,181.0,-2.1417911052703857
561,51952,147.0,-13.999227523803711
562,52115,163.0,-1.2680397033691406
563,52358,243.0,7.416138172149658
564,52569,211.0,0.9159032702445984
565,52823,254.0,-0.9368022680282593
566,53113,290.0,-1.4835928678512573
567,53291,178.0,-1.7697710990905762
568,53461,170.0,-13.314419746398926
569,53609,148.0,5.373834609985352
570,53738,129.0,-5.035089492797852
571,53883,145.0,3.073035717010498
572,54004,121.0,1.9237487316131592
573,54316,312.0,-1.0089082717895508
574,54457,141.0,-1.1707271337509155
575,54738,281.0,2.637789487838745
576,54845,107.0,0.002248331904411316
577,55009,164.0,2.843691110610962
578,55125,116.0,2.119692087173462
579,55173,48.0,-10.136017799377441
580,55382,209.0,-7.626852035522461
581,55649,267.0,-1.6055697202682495
582,55844,195.0,-6.859978675842285
583,56344,500.0,-3.1609880924224854
584,56549,205.0,-4.213118076324463
585,56825,276.0,-5.022213459014893
586,57124,299.0,-1.5614356994628906
587,57486,362.0,1.4816899299621582
588,57590,104.0,0.13357028365135193
589,57758,168.0,-7.8437275886535645
590,58009,251.0,-0.18344378471374512
591,58300,291.0,-7.859683036804199
592,58438,138.0,-1.6060948371887207
593,58673,235.0,1.1779468059539795
594,58984,311.0,-0.09254622459411621
595,59317,333.0,-8.83251667022705
596,59455,138.0,0.9085831642150879
597,59663,208.0,-2.7953948974609375
598,59794,131.0,-4.0044379234313965
599,60294,500.0,-6.260633945465088
600,60555,261.0,-7.710524559020996
601,60771,216.0,-1.0784192085266113
602,60918,147.0,-9.299880981445312
603,61053,135.0,1.981451392173767
604,61271,218.0,-9.992210388183594
605,61403,132.0,-19.369470596313477
606,61616,213.0,-4.348224639892578
607,61740,124.0,0.8950386047363281
608,62002,262.0,-9.628406524658203
609,62132,130.0,0.5302045941352844
610,62356,224.0,-6.0272088050842285
611,62585,229.0,0.622117280960083
612,63085,500.0,-0.9843299388885498
613,63410,325.0,3.9926609992980957
614,63543,133.0,4.232710838317871
615,63949,406.0,-4.828217506408691
616,64249,300.0,1.038032054901123
617,64428,179.0,-0.06875917315483093
618,64647,219.0,5.036809921264648
619,65147,500.0,7.969483852386475
620,65184,37.0,-3.44800066947937
621,65684,500.0,-5.436446189880371
622,65971,287.0,1.4753280878067017
623,66130,159.0,6.221538543701172
624,66467,337.0,-15.314141273498535
625,66558,91.0,-8.122509002685547
626,66761,203.0,-1.2351752519607544
627,67031,270.0,-6.6851301193237305
628,67193,162.0,1.2715120315551758
629,67234,41.0,-3.97613525390625
630,67387,153.0,-6.23213005065918
631,67685,298.0,-5.029819011688232
632,68185,500.0,-0.46903476119041443
633,68513,328.0,-3.5566585063934326
634,68672,159.0,5.114358901977539
635,69038,366.0,-5.52000617980957
636,69277,239.0,-6.142017364501953
637,69432,155.0,-3.2060940265655518
638,69807,375.0,-0.26449549198150635
639,70258,451.0,-4.011209964752197
640,70612,354.0,-8.257161140441895
641,70944,332.0,3.098629951477051
642,71444,500.0,-3.3972866535186768
643,71647,203.0,1.4593968391418457
644,72134,487.0,6.678292751312256
645,72304,170.0,-2.4608936309814453
646,72434,130.0,0.698712944984436
647,72684,250.0,0.9277564287185669
648,72920,236.0,-5.438762187957764
649,73366,446.0,0.8629328608512878
650,73688,322.0,2.0591206550598145
651,74039,351.0,-0.24276947975158691
652,74346,307.0,-10.003278732299805
653,74752,406.0,-9.770577430725098
654,75252,500.0,-0.5219089984893799
655,75286,34.0,-14.867645263671875
656,75583,297.0,-5.085949420928955
657,75942,359.0,-4.867429733276367
658,76442,500.0,-4.048713684082031
659,76886,444.0,-3.416924476623535
660,77386,500.0,0.07752525806427002
661,77886,500.0,5.152195930480957
662,78307,421.0,-11.77932071685791
663,78611,304.0,0.7181721925735474
664,78776,165.0,-5.689079284667969
665,79276,500.0,0.1584153175354004
666,79451,175.0,-2.955768346786499
667,79951,500.0,3.2802250385284424
668,80276,325.0,1.3594822883605957
669,80442,166.0,-6.058533668518066
670,80590,148.0,0.8671161532402039
671,80896,306.0,-2.6586709022521973
672,81118,222.0,-3.622929334640503
673,81375,257.0,-0.9468825459480286
674,81555,180.0,-6.70857048034668
675,81586,31.0,-9.907754898071289
676,82086,500.0,2.7530040740966797
677,82278,192.0,-2.5504069328308105
678,82512,234.0,-2.851252317428589
679,82848,336.0,0.5198440551757812
680,83088,240.0,-0.9914330840110779
681,83302,214.0,-6.555664539337158
682,83540,238.0,-3.562943458557129
683,83715,175.0,-0.8916157484054565
684,84215,500.0,3.6787946224212646
685,84378,163.0,2.215614080429077
686,84643,265.0,1.1452237367630005
687,84931,288.0,-6.066061973571777
688,85431,500.0,4.05949592590332
689,85814,383.0,-1.2236783504486084
690,85952,138.0,-1.5129039287567139
691,86100,148.0,-4.140761375427246
692,86160,60.0,-1.5345916748046875
693,86270,110.0,-1.7231804132461548
694,86449,179.0,0.25852036476135254
695,86570,121.0,-1.2181830406188965
696,86801,231.0,2.4706735610961914
697,87075,274.0,-3.3182032108306885
698,87177,102.0,6.984443187713623
699,87357,180.0,-4.831605434417725
700,87557,200.0,2.5139966011047363
701,87757,200.0,-3.801584482192993
702,87964,207.0,3.061370849609375
703,88224,260.0,-7.905226707458496
704,88473,249.0,-0.1382293403148651
705,88639,166.0,-6.246669769287109
706,88949,310.0,1.416034460067749
707,89085,136.0,-10.094099998474121
708,89280,195.0,-0.23635149002075195
709,89503,223.0,3.089425563812256
710,89854,351.0,-3.1941261291503906
711,90211,357.0,-4.883346080780029
712,90463,252.0,0.11792349815368652
713,90643,180.0,-3.9422173500061035
714,90846,203.0,-2.3768091201782227
715,91167,321.0,1.0635185241699219
716,91667,500.0,-4.985991954803467
717,92002,335.0,-1.502537727355957
718,92304,302.0,-4.908003807067871
719,92667,363.0,2.7471251487731934
720,93167,500.0,-0.8522435426712036
721,93667,500.0,-7.809850692749023
722,93921,254.0,-3.24711012840271
723,94421,500.0,4.753554821014404
724,94846,425.0,-11.616549491882324
725,95260,414.0,-3.670670509338379
726,95451,191.0,3.2467002868652344
727,95792,341.0,-5.44891881942749
728,96010,218.0,-5.855545997619629
729,96499,489.0,-7.050267696380615
730,96852,353.0,1.4456113576889038
731,96986,134.0,-0.8776005506515503
732,97331,345.0,-2.7914960384368896
733,97657,326.0,-4.496901035308838
734,98014,357.0,-6.48302698135376
735,98117,103.0,-3.8238344192504883
736,98438,321.0,-2.7212836742401123
737,98901,463.0,-9.009550094604492
738,99119,218.0,-13.059236526489258
739,99373,254.0,0.5725688338279724
740,99593,220.0,-2.2909679412841797
741,100093,500.0,-4.780989170074463
742,100329,236.0,-3.0496933460235596
743,100634,305.0,0.632115364074707
744,100896,262.0,-2.4786291122436523
745,101396,500.0,-1.606867790222168
746,101635,239.0,-4.685152530670166
747,101778,143.0,2.1667394638061523
748,101929,151.0,1.3795369863510132
749,102192,263.0,-3.6329479217529297
750,102415,223.0,5.09395694732666
751,102788,373.0,5.664093017578125
752,103039,251.0,-0.10529187321662903
753,103262,223.0,0.4607461988925934
754,103762,500.0,4.144316673278809
755,104168,406.0,0.1265164613723755
756,104668,500.0,3.8759429454803467
757,105167,499.0,-5.056390285491943
758,105482,315.0,-5.955918312072754
759,105694,212.0,-3.9069385528564453
760,105976,282.0,-0.6278309226036072
761,106275,299.0,-10.316963195800781
762,106649,374.0,0.8241834044456482
763,106869,220.0,2.3898353576660156
764,107369,500.0,-1.4795928001403809
