episode,env_steps,return,loss
202,4352,21.0,-0.5904653072357178
203,4385,33.0,-0.19884556531906128
204,4398,13.0,-0.23337066173553467
205,4436,38.0,0.00849771499633789
206,4452,16.0,0.4638875126838684
207,4481,29.0,-0.007379651069641113
208,4496,15.0,0.1506047248840332
209,4524,28.0,-1.3117456436157227
210,4548,24.0,0.5914558172225952
211,4567,19.0,0.019020557403564453
212,4657,90.0,-0.103371262550354
213,4669,12.0,-0.5334731340408325
214,4683,14.0,-0.3032655119895935
215,4694,11.0,0.516287624835968
216,4744,50.0,-0.2310640811920166
217,4758,14.0,-0.08402776718139648
218,4786,28.0,0.11249333620071411
219,4805,19.0,-0.5201481580734253
220,4829,24.0,0.332602858543396
221,4842,13.0,-0.08730548620223999
222,4856,14.0,0.09519678354263306
223,4900,44.0,0.19742560386657715
224,4913,13.0,0.3324071168899536
225,4927,14.0,0.3199319839477539
226,4943,16.0,-0.6739081144332886
227,4975,32.0,0.1450122594833374
228,5027,52.0,0.1238560676574707
229,5060,33.0,-0.44414448738098145
230,5085,25.0,0.44102323055267334
231,5107,22.0,-0.3312782049179077
232,5118,11.0,0.6226900219917297
233,5129,11.0,0.08722567558288574
234,5154,25.0,-1.0298728942871094
235,5190,36.0,0.44381022453308105
236,5224,34.0,-0.26178836822509766
237,5236,12.0,-0.3551390767097473
238,5250,14.0,0.46501439809799194
239,5286,36.0,0.47316408157348633
240,5354,68.0,0.1634443998336792
241,5387,33.0,-0.09221827983856201
242,5414,27.0,0.320978581905365
243,5447,33.0,-0.2927142381668091
244,5478,31.0,-1.2734285593032837
245,5495,17.0,-0.19123172760009766
246,5507,12.0,0.14611601829528809
247,5528,21.0,0.19938969612121582
248,5580,52.0,-0.2552563548088074
249,5605,25.0,-0.8580663800239563
250,5629,24.0,-0.09735316038131714
251,5647,18.0,-0.25341928005218506
252,5677,30.0,0.24470359086990356
253,5708,31.0,-0.10984504222869873
254,5762,54.0,0.25771665573120117
255,5821,59.0,-0.3330523371696472
256,5832,11.0,-0.5378706455230713
257,5850,18.0,-0.5552186965942383
258,5868,18.0,-0.6571820378303528
259,5902,34.0,0.031957387924194336
260,5912,10.0,-0.199695885181427
261,5934,22.0,0.11330384016036987
262,5947,13.0,1.3504399061203003
263,5968,21.0,-0.6028273105621338
264,5998,30.0,-0.7699325680732727
265,6033,35.0,0.24387115240097046
266,6102,69.0,-0.3524435758590698
267,6118,16.0,1.2002367973327637
268,6133,15.0,-0.8979981541633606
269,6150,17.0,-0.9692758917808533
270,6190,40.0,-0.5050612092018127
271,6230,40.0,-1.7229467630386353
272,6252,22.0,0.9619002938270569
273,6283,31.0,-0.43088221549987793
274,6329,46.0,0.7630144357681274
275,6342,13.0,-0.2984743118286133
276,6357,15.0,0.41786110401153564
277,6396,39.0,-0.3829003572463989
278,6426,30.0,0.05497300624847412
279,6491,65.0,0.06607621908187866
280,6510,19.0,-0.7763888835906982
281,6549,39.0,-0.7588170766830444
282,6603,54.0,-2.85947322845459
283,6637,34.0,-0.4821821451187134
284,6704,67.0,-2.870732545852661
285,6734,30.0,-0.06241893768310547
286,6747,13.0,0.7375147938728333
287,6765,18.0,0.4777577519416809
288,6809,44.0,-0.027692735195159912
289,6830,21.0,0.46005260944366455
290,6884,54.0,0.31613630056381226
291,6933,49.0,-1.2245252132415771
292,6944,11.0,1.2316367626190186
293,6976,32.0,0.13159936666488647
294,6997,21.0,-0.6445698738098145
295,7020,23.0,-0.6106922030448914
296,7045,25.0,0.11987096071243286
297,7066,21.0,-0.4715968370437622
298,7085,19.0,0.9925922751426697
299,7101,16.0,1.307999849319458
300,7158,57.0,-0.10400259494781494
301,7171,13.0,-0.20030450820922852
302,7198,27.0,0.2781619429588318
303,7231,33.0,-0.7522417306900024
304,7243,12.0,1.1005706787109375
305,7290,47.0,-1.1932616233825684
306,7348,58.0,0.5437146425247192
307,7389,41.0,-0.6977647542953491
308,7403,14.0,-0.14087575674057007
309,7418,15.0,-0.8955560922622681
310,7451,33.0,0.6842098236083984
311,7468,17.0,0.6250208020210266
312,7481,13.0,1.1384718418121338
313,7520,39.0,-1.8755842447280884
314,7539,19.0,-0.6610007882118225
315,7576,37.0,0.6353977918624878
316,7587,11.0,1.5092270374298096
317,7684,97.0,0.6689655780792236
318,7700,16.0,1.8101377487182617
319,7726,26.0,0.16929125785827637
320,7757,31.0,0.5328776240348816
321,7789,32.0,0.33714795112609863
322,7866,77.0,-2.3833374977111816
323,7884,18.0,0.9935353398323059
324,7935,51.0,-0.21898984909057617
325,7965,30.0,-0.24684911966323853
326,7992,27.0,-0.0736243724822998
327,8011,19.0,-1.3097963333129883
328,8039,28.0,0.5203018188476562
329,8093,54.0,-2.1450815200805664
330,8122,29.0,0.1932964324951172
331,8156,34.0,0.7205399870872498
332,8180,24.0,-0.5308971405029297
333,8242,62.0,-0.8149629831314087
334,8277,35.0,-1.0988476276397705
335,8304,27.0,0.6110557913780212
336,8325,21.0,-0.3692716956138611
337,8360,35.0,-3.524801254272461
338,8374,14.0,-0.33943843841552734
339,8388,14.0,-0.49579131603240967
340,8448,60.0,-1.1093614101409912
341,8484,36.0,-0.5407301187515259
342,8540,56.0,-2.474385976791382
343,8582,42.0,-0.21432310342788696
344,8601,19.0,0.700856626033783
345,8680,79.0,-3.4010159969329834
346,8749,69.0,0.32224953174591064
347,8766,17.0,-1.6886098384857178
348,8799,33.0,0.43272507190704346
349,8836,37.0,-0.1831068992614746
350,8872,36.0,-0.4024530053138733
351,8982,110.0,-1.8441460132598877
352,9033,51.0,-1.670828104019165
353,9052,19.0,0.6069017648696899
354,9091,39.0,0.2372528314590454
355,9146,55.0,0.41549593210220337
356,9220,74.0,-0.9689724445343018
357,9270,50.0,-0.9960892200469971
358,9303,33.0,0.15056800842285156
359,9343,40.0,-0.215526282787323
360,9400,57.0,-1.7539347410202026
361,9415,15.0,1.495168685913086
362,9434,19.0,-2.202435255050659
363,9528,94.0,-0.08052349090576172
364,9542,14.0,-0.21521210670471191
365,9603,61.0,-6.536224365234375
366,9648,45.0,-0.028668731451034546
367,9711,63.0,-0.6755695343017578
368,9729,18.0,-0.7787805795669556
369,9753,24.0,0.5444401502609253
370,9796,43.0,-1.1080151796340942
371,9888,92.0,-0.21938109397888184
372,9964,76.0,0.37446659803390503
373,9999,35.0,-0.22908395528793335
374,10074,75.0,0.8548892140388489
375,10100,26.0,-0.30825161933898926
376,10223,123.0,-0.8653801679611206
377,10244,21.0,-1.2152212858200073
378,10292,48.0,-3.305757999420166
379,10315,23.0,0.7224994897842407
380,10364,49.0,-1.0851390361785889
381,10477,113.0,1.5539659261703491
382,10510,33.0,-0.4467945098876953
383,10549,39.0,-1.5188705921173096
384,10582,33.0,-0.08572438359260559
385,10618,36.0,-1.025923252105713
386,10635,17.0,0.7225551605224609
387,10691,56.0,0.6594340205192566
388,10710,19.0,1.1747382879257202
389,10794,84.0,-1.0509518384933472
390,10937,143.0,-0.7747849225997925
391,11039,102.0,-1.4419561624526978
392,11124,85.0,1.934962272644043
393,11173,49.0,-4.804693698883057
394,11273,100.0,-4.946802139282227
395,11371,98.0,-0.10248184204101562
396,11423,52.0,-3.051872491836548
397,11546,123.0,-0.6297821998596191
398,11609,63.0,-1.518695592880249
399,11649,40.0,-0.7378421425819397
400,11718,69.0,0.24569272994995117
401,11738,20.0,0.5375576019287109
402,11764,26.0,0.7024649977684021
403,11784,20.0,-1.1584352254867554
404,11817,33.0,-4.081178188323975
405,11931,114.0,2.605050802230835
406,12025,94.0,-1.8201178312301636
407,12047,22.0,-0.37215644121170044
408,12080,33.0,-1.0379748344421387
409,12105,25.0,0.9865363240242004
410,12208,103.0,1.1381278038024902
411,12269,61.0,-0.4027157127857208
412,12333,64.0,-0.07740122079849243
413,12382,49.0,0.7857232093811035
414,12451,69.0,-0.46391797065734863
415,12537,86.0,-0.6588162183761597
416,12661,124.0,0.37554997205734253
417,12677,16.0,-3.5267858505249023
418,12763,86.0,0.3591787815093994
419,12886,123.0,-2.1312718391418457
420,12974,88.0,-0.383367121219635
421,13018,44.0,0.08211860060691833
422,13045,27.0,1.1753973960876465
423,13155,110.0,0.19315659999847412
424,13224,69.0,-1.6861963272094727
425,13257,33.0,-4.591111183166504
426,13358,101.0,-0.9056880474090576
427,13426,68.0,0.6630828976631165
428,13456,30.0,0.3854624032974243
429,13475,19.0,-1.0509765148162842
430,13516,41.0,-1.1249587535858154
431,13557,41.0,-1.7236332893371582
432,13674,117.0,-5.114519119262695
433,13711,37.0,-2.0898590087890625
434,13765,54.0,0.30980801582336426
435,13833,68.0,0.523316502571106
436,13863,30.0,0.047332704067230225
437,13894,31.0,-0.41688376665115356
438,14015,121.0,-1.9991371631622314
439,14082,67.0,0.6086006164550781
440,14230,148.0,-2.16029953956604
441,14278,48.0,1.1942508220672607
442,14307,29.0,0.3317132890224457
443,14341,34.0,0.7085633277893066
444,14363,22.0,1.2238032817840576
445,14401,38.0,0.9906675815582275
446,14469,68.0,-0.8052751421928406
447,14506,37.0,-0.8110313415527344
448,14524,18.0,-0.03493189811706543
449,14582,58.0,-2.6541454792022705
450,14620,38.0,-0.17392277717590332
451,14748,128.0,0.8851578831672668
452,14765,17.0,0.048348039388656616
453,14841,76.0,-0.8746130466461182
454,14879,38.0,0.6155143976211548
455,14915,36.0,-1.647712230682373
456,15024,109.0,-0.9660277366638184
457,15109,85.0,-0.28829169273376465
458,15179,70.0,0.017519772052764893
459,15209,30.0,-3.8459105491638184
460,15270,61.0,1.1263617277145386
461,15433,163.0,-2.812525749206543
462,15468,35.0,-0.7423463463783264
463,15516,48.0,-0.5234829187393188
464,15580,64.0,-4.481716632843018
465,15646,66.0,-3.138152599334717
466,15766,120.0,-2.6860604286193848
467,15780,14.0,0.8776705861091614
468,15841,61.0,-0.6661183834075928
469,15936,95.0,0.7653926014900208
470,15990,54.0,-3.2049574851989746
471,16142,152.0,-3.0933308601379395
472,16239,97.0,-5.306789398193359
473,16326,87.0,-1.048475742340088
474,16424,98.0,-7.35606575012207
475,16489,65.0,-1.940065622329712
476,16579,90.0,-2.429280996322632
477,16651,72.0,-1.0486867427825928
478,16753,102.0,0.2191188931465149
479,16834,81.0,-0.5588289499282837
480,16907,73.0,-0.8824833631515503
481,16941,34.0,-2.269468069076538
482,17069,128.0,-2.7120490074157715
483,17114,45.0,1.636017918586731
484,17176,62.0,-2.0737555027008057
485,17352,176.0,-2.0508666038513184
486,17398,46.0,-1.360222339630127
487,17554,156.0,-4.489192962646484
488,17656,102.0,-1.4936894178390503
489,17713,57.0,0.04379916191101074
490,17782,69.0,0.27435794472694397
491,17804,22.0,1.650998830795288
492,17971,167.0,-0.8692795038223267
493,18089,118.0,-3.335000991821289
494,18168,79.0,-2.2952792644500732
495,18334,166.0,1.1600322723388672
496,18359,25.0,1.7620819807052612
497,18418,59.0,-1.8352432250976562
498,18607,189.0,-1.9788193702697754
499,18741,134.0,0.43217575550079346
500,18829,88.0,-2.819659948348999
501,18972,143.0,-6.431260108947754
502,19008,36.0,-0.9398969411849976
503,19080,72.0,-1.2541863918304443
504,19114,34.0,1.5324573516845703
505,19213,99.0,-1.0456984043121338
506,19333,120.0,-0.8005907535552979
507,19447,114.0,-3.293980836868286
508,19473,26.0,-2.430422782897949
509,19584,111.0,-0.8152155876159668
510,19649,65.0,-2.5788161754608154
511,19754,105.0,0.7943747043609619
512,19798,44.0,-5.2681565284729
513,19943,145.0,1.0065702199935913
514,20198,255.0,-4.512041091918945
515,20269,71.0,-1.1391520500183105
516,20388,119.0,-4.745855331420898
517,20571,183.0,1.1964454650878906
518,20715,144.0,-0.233831524848938
519,20759,44.0,-0.14946958422660828
520,20830,71.0,-2.643444299697876
521,20905,75.0,-3.43112850189209
522,21078,173.0,-7.799402236938477
523,21110,32.0,-1.2078092098236084
524,21254,144.0,-1.924511194229126
525,21377,123.0,-8.694709777832031
526,21567,190.0,-0.08819103240966797
527,21589,22.0,3.3364274501800537
528,21668,79.0,-2.2103941440582275
529,21749,81.0,-13.766931533813477
530,21856,107.0,0.8111647963523865
531,21911,55.0,-0.9859988689422607
532,22022,111.0,-3.945490837097168
533,22308,286.0,-2.7016217708587646
534,22470,162.0,-1.1630709171295166
535,22581,111.0,-0.36157703399658203
536,22698,117.0,0.05099445581436157
537,22848,150.0,-1.3389302492141724
538,22968,120.0,-0.6692588925361633
539,23214,246.0,-1.5992765426635742
540,23310,96.0,-3.1790170669555664
541,23348,38.0,0.032468944787979126
542,23520,172.0,-1.4179682731628418
543,23641,121.0,0.37587881088256836
544,23745,104.0,-7.463068962097168
545,23912,167.0,-0.04356104135513306
546,24092,180.0,-3.0485174655914307
547,24184,92.0,-1.1541498899459839
548,24234,50.0,-1.241011619567871
549,24252,18.0,-0.5177457928657532
550,24401,149.0,-4.82985258102417
551,24546,145.0,-7.156991481781006
552,24690,144.0,1.8456050157546997
553,24810,120.0,-2.400686502456665
554,24907,97.0,-3.312509059906006
555,25066,159.0,-5.919837474822998
556,25210,144.0,0.48043060302734375
557,25403,193.0,-2.0502235889434814
558,25647,244.0,-1.001025915145874
559,25780,133.0,-5.157430171966553
560,25939,159.0,0.16773700714111328
561,26228,289.0,-4.319172382354736
562,26446,218.0,-0.7863783240318298
563,26517,71.0,-1.3716235160827637
564,26637,120.0,-6.003904342651367
565,26722,85.0,-1.6660501956939697
566,26840,118.0,-3.05354642868042
567,27093,253.0,-11.25755500793457
568,27337,244.0,-2.56518292427063
569,27519,182.0,-2.402656078338623
570,27610,91.0,-1.718451738357544
571,27643,33.0,0.2013798952102661
572,27845,202.0,-8.155110359191895
573,28016,171.0,-2.529475212097168
574,28143,127.0,-2.4274418354034424
575,28255,112.0,-4.847887992858887
576,28502,247.0,-3.3825392723083496
577,28663,161.0,-3.586923599243164
578,28812,149.0,-1.2014981508255005
579,28983,171.0,0.3964005708694458
580,29239,256.0,-0.07612371444702148
581,29436,197.0,-3.4780054092407227
582,29577,141.0,-8.174707412719727
583,29681,104.0,-5.515442371368408
584,29771,90.0,-2.293275833129883
585,29982,211.0,2.147663116455078
586,30101,119.0,-1.4471542835235596
587,30281,180.0,-4.182591915130615
588,30367,86.0,-4.050856590270996
589,30582,215.0,-1.4137682914733887
590,30742,160.0,-1.2721562385559082
591,30794,52.0,-4.75656795501709
592,30973,179.0,1.0557525157928467
593,31292,319.0,-0.6403456926345825
594,31570,278.0,1.2251876592636108
595,31919,349.0,-15.732288360595703
596,32085,166.0,-3.528500556945801
597,32233,148.0,-2.3396377563476562
598,32392,159.0,-7.529822826385498
599,32892,500.0,-0.1851845383644104
600,33076,184.0,0.8033953309059143
601,33283,207.0,-2.309687852859497
602,33562,279.0,-5.171031951904297
603,33746,184.0,-1.0978140830993652
604,33788,42.0,-0.5536853671073914
605,33982,194.0,-1.8843512535095215
606,34198,216.0,-10.271790504455566
607,34318,120.0,0.4745819866657257
608,34455,137.0,-2.1076629161834717
609,34642,187.0,-1.2267677783966064
610,35035,393.0,-3.2173211574554443
611,35353,318.0,1.4544029235839844
612,35568,215.0,-0.7609615325927734
613,35713,145.0,3.4303982257843018
614,35873,160.0,-7.69854736328125
615,36055,182.0,2.262418270111084
616,36353,298.0,-8.282706260681152
617,36790,437.0,-1.7848671674728394
618,37240,450.0,-11.529083251953125
619,37353,113.0,-1.3732796907424927
620,37459,106.0,3.223442554473877
621,37773,314.0,-5.464956283569336
622,37937,164.0,-9.80202865600586
623,38063,126.0,-4.957744121551514
624,38464,401.0,-4.974300861358643
625,38495,31.0,1.3607643842697144
626,38665,170.0,-3.0193417072296143
627,38904,239.0,-3.9312846660614014
628,39126,222.0,-0.15246665477752686
629,39395,269.0,-0.7318131923675537
630,39546,151.0,1.1017736196517944
631,39787,241.0,0.9662864208221436
632,40011,224.0,-2.6736955642700195
633,40136,125.0,-7.111428737640381
634,40173,37.0,0.9377678632736206
635,40463,290.0,-3.319727897644043
636,40668,205.0,0.2137492299079895
637,40862,194.0,0.7550801038742065
638,41039,177.0,-1.3708469867706299
639,41226,187.0,-6.851574897766113
640,41375,149.0,0.20962771773338318
641,41525,150.0,-0.5739802122116089
642,41811,286.0,-3.5010993480682373
643,42116,305.0,-6.627558708190918
644,42218,102.0,-8.776189804077148
645,42359,141.0,0.19413232803344727
646,42568,209.0,-3.803002119064331
647,42925,357.0,-4.49879264831543
648,42971,46.0,-5.52345085144043
649,43137,166.0,2.355757236480713
650,43308,171.0,-5.050530433654785
651,43592,284.0,-1.1072564125061035
652,43763,171.0,0.6074883937835693
653,43942,179.0,0.5063513517379761
654,44288,346.0,-7.611296653747559
655,44596,308.0,0.06407809257507324
656,44737,141.0,0.7454777956008911
657,45237,500.0,-14.016581535339355
658,45599,362.0,-7.049801349639893
659,45819,220.0,-3.0030808448791504
660,45949,130.0,-9.547268867492676
661,46249,300.0,-5.875572204589844
662,46390,141.0,-4.255092620849609
663,46659,269.0,-13.17646312713623
664,46779,120.0,-6.387892246246338
665,47113,334.0,-1.0017648935317993
666,47575,462.0,-0.6133071780204773
667,47777,202.0,1.0815575122833252
668,48129,352.0,-6.078572750091553
669,48360,231.0,-6.471494674682617
670,48469,109.0,-2.0991742610931396
671,48831,362.0,-1.5541115999221802
672,48961,130.0,-1.763789415359497
673,49182,221.0,-5.783668518066406
674,49408,226.0,0.07416296005249023
675,49606,198.0,-0.21906235814094543
676,49785,179.0,-0.2182384729385376
677,50142,357.0,3.2517051696777344
678,50388,246.0,-6.524136066436768
679,50527,139.0,1.5019071102142334
680,50793,266.0,-7.765408515930176
681,51044,251.0,3.6379761695861816
682,51350,306.0,-0.9465617537498474
683,51850,500.0,-1.3264610767364502
684,51964,114.0,-5.072754383087158
685,52080,116.0,-1.4534978866577148
686,52249,169.0,-0.10183113813400269
687,52335,86.0,-2.0004589557647705
688,52622,287.0,2.124454975128174
689,53122,500.0,0.6578360795974731
690,53453,331.0,-15.48689079284668
691,53703,250.0,-1.037921667098999
692,53999,296.0,-5.969609260559082
693,54285,286.0,-7.599477767944336
694,54587,302.0,-9.385127067565918
695,54934,347.0,-12.754075050354004
696,55242,308.0,-7.493603706359863
697,55404,162.0,-4.4322309494018555
698,55791,387.0,1.6206064224243164
699,56264,473.0,-7.4406867027282715
700,56561,297.0,-2.987980842590332
701,56775,214.0,-8.355841636657715
702,57239,464.0,-2.3488433361053467
703,57509,270.0,-4.337503910064697
704,57612,103.0,1.8982501029968262
705,57745,133.0,-0.32190003991127014
706,57858,113.0,3.0025367736816406
707,58104,246.0,2.486386775970459
708,58237,133.0,-1.2106850147247314
709,58467,230.0,5.551859378814697
710,58636,169.0,7.91770601272583
711,58838,202.0,-1.1712727546691895
712,58970,132.0,0.9278163313865662
713,59157,187.0,-1.1806641817092896
714,59389,232.0,-7.443380355834961
715,59640,251.0,-5.929494380950928
716,59792,152.0,-1.1728798151016235
717,60104,312.0,-3.5654122829437256
718,60248,144.0,-3.7824766635894775
719,60375,127.0,-0.68091881275177
720,60501,126.0,5.353926181793213
721,60832,331.0,0.019408345222473145
722,61208,376.0,5.820898056030273
723,61422,214.0,4.417535781860352
724,61800,378.0,2.7281265258789062
725,61921,121.0,-7.792855262756348
726,62205,284.0,-2.083235025405884
727,62647,442.0,-0.9660261869430542
728,62846,199.0,-1.9034082889556885
729,63079,233.0,-0.5979321002960205
730,63262,183.0,-0.875373899936676
731,63648,386.0,-3.6196017265319824
732,63925,277.0,-7.937156677246094
733,64425,500.0,-13.035155296325684
734,64617,192.0,-3.64378023147583
735,64879,262.0,0.9614369869232178
736,65102,223.0,-3.5828351974487305
737,65483,381.0,-4.264868259429932
738,65723,240.0,-8.81225299835205
739,65838,115.0,0.8555450439453125
740,66155,317.0,-4.120176315307617
741,66296,141.0,-0.08628559112548828
742,66334,38.0,-4.734530448913574
743,66546,212.0,-2.8247745037078857
744,66714,168.0,-6.3432936668396
745,66983,269.0,-2.116905689239502
746,67281,298.0,1.91275155544281
747,67472,191.0,2.801561117172241
748,67761,289.0,-9.399356842041016
749,68037,276.0,-1.138092041015625
750,68227,190.0,0.9161575436592102
751,68368,141.0,-0.9607391953468323
752,68758,390.0,-2.9074714183807373
753,69077,319.0,-4.484807014465332
754,69211,134.0,3.998446464538574
755,69711,500.0,-2.0833163261413574
756,70041,330.0,-6.586605548858643
757,70498,457.0,-7.157326698303223
758,70657,159.0,0.5296001434326172
759,71157,500.0,-2.6668169498443604
760,71370,213.0,-1.3871314525604248
761,71816,446.0,-13.469477653503418
762,71948,132.0,-2.866875410079956
763,72178,230.0,-4.125434398651123
