episode,env_steps,return,actor_loss,critic_loss,mean_advantage
1,32,32.0,10.300384521484375,14.358153343200684,14.857980728149414
2,46,14.0,5.092226028442383,6.686053276062012,7.186053276062012
3,66,20.0,6.943746566772461,9.38231086730957,9.88231086730957
4,80,14.0,4.770854949951172,6.574071407318115,7.072861194610596
5,110,30.0,9.831634521484375,13.50607681274414,14.005995750427246
6,132,22.0,7.299274444580078,10.108318328857422,10.60710620880127
7,145,13.0,4.638549327850342,6.106757640838623,6.605764389038086
8,199,54.0,15.949288368225098,22.475061416625977,22.97350311279297
9,210,11.0,3.8544256687164307,5.0887556076049805,5.584224224090576
10,220,10.0,3.421928644180298,4.550948143005371,5.044098377227783
11,233,13.0,4.626621723175049,6.100391864776611,6.6000518798828125
12,258,25.0,8.06787109375,11.2327241897583,11.727313041687012
13,278,20.0,6.533536434173584,9.06519889831543,9.56102466583252
14,308,30.0,9.6542387008667,13.378540992736816,13.876847267150879
15,321,13.0,4.516197204589844,6.004117012023926,6.500965595245361
16,340,19.0,6.353814125061035,8.624578475952148,9.119479179382324
17,385,45.0,13.579561233520508,19.04612922668457,19.54250717163086
18,417,32.0,9.88667106628418,14.025789260864258,14.51990032196045
19,473,56.0,16.16998291015625,23.011486053466797,23.507919311523438
20,485,12.0,4.097954750061035,5.36364221572876,5.845117568969727
21,505,20.0,6.580681324005127,8.939021110534668,9.434585571289062
22,520,15.0,5.046939373016357,6.750961780548096,7.241788864135742
23,532,12.0,3.9545130729675293,5.130661487579346,5.595529079437256
24,557,25.0,7.947115898132324,10.986095428466797,11.472640037536621
25,570,13.0,4.2901225090026855,5.5914740562438965,6.047303199768066
26,585,15.0,4.737502098083496,6.5059075355529785,6.982508659362793
27,629,44.0,13.119342803955078,18.468507766723633,18.953712463378906
28,653,24.0,7.427750587463379,10.453487396240234,10.938950538635254
29,666,13.0,4.239304542541504,5.618841171264648,6.088202953338623
30,684,18.0,5.818631649017334,7.838393211364746,8.309774398803711
31,697,13.0,4.2611846923828125,5.62835168838501,6.1156792640686035
32,731,34.0,10.298918724060059,14.542887687683105,15.032225608825684
33,745,14.0,4.470229148864746,5.799396991729736,6.200719356536865
34,760,15.0,4.769589900970459,6.2037129402160645,6.653143405914307
35,783,23.0,7.250611305236816,9.962556838989258,10.44542407989502
36,796,13.0,4.012681484222412,5.227957725524902,5.65853214263916
37,826,30.0,9.032999038696289,12.76871109008789,13.244061470031738
38,882,56.0,15.948777198791504,22.619714736938477,23.10130500793457
39,901,19.0,5.7276530265808105,7.980130672454834,8.45239543914795
40,924,23.0,7.078197479248047,9.763895988464355,10.188231468200684
41,939,15.0,4.755975246429443,6.385319232940674,6.850657939910889
42,950,11.0,3.4332549571990967,4.476616859436035,4.893031597137451
43,962,12.0,3.7056784629821777,4.865171909332275,5.2934370040893555
44,1061,99.0,24.73838233947754,35.52678298950195,36.02069091796875
45,1071,10.0,2.8950107097625732,3.776707887649536,3.961048126220703
46,1101,30.0,9.001906394958496,12.53961181640625,12.96808910369873
47,1134,33.0,9.965350151062012,13.984457015991211,14.476165771484375
48,1145,11.0,3.051727294921875,3.983103036880493,4.280473709106445
49,1167,22.0,6.614412784576416,9.222732543945312,9.67309856414795
50,1182,15.0,4.519901275634766,6.088574409484863,6.5247931480407715
51,1199,17.0,5.239389896392822,7.086543560028076,7.554632663726807
52,1214,15.0,4.24535608291626,5.98844575881958,6.2342753410339355
53,1228,14.0,3.8953871726989746,5.45334005355835,5.635570526123047
54,1240,12.0,3.5018470287323,4.594010829925537,4.963145732879639
55,1260,20.0,6.110466480255127,8.346749305725098,8.821405410766602
56,1290,30.0,8.822171211242676,12.399147987365723,12.842227935791016
57,1312,22.0,6.355498790740967,8.917034149169922,9.296929359436035
58,1371,59.0,16.209392547607422,23.210914611816406,23.664400100708008
59,1384,13.0,3.770169734954834,5.004775047302246,5.376403331756592
60,1398,14.0,3.841155529022217,5.214916229248047,5.429260730743408
61,1412,14.0,4.123376369476318,5.507861137390137,5.925776958465576
62,1435,23.0,6.579858303070068,9.309718132019043,9.475574493408203
63,1488,53.0,14.645183563232422,20.836471557617188,21.247644424438477
64,1502,14.0,3.9852161407470703,5.309632301330566,5.710235595703125
65,1522,20.0,5.821196556091309,8.007194519042969,8.3655366897583
66,1533,11.0,2.967416763305664,3.953569173812866,4.164122104644775
67,1550,17.0,4.599032878875732,6.472113132476807,6.712930202484131
68,1575,25.0,7.009574890136719,9.989453315734863,10.399605751037598
69,1595,20.0,5.512330532073975,7.791678428649902,8.15260124206543
70,1619,24.0,6.702010631561279,9.479869842529297,9.809830665588379
71,1675,56.0,15.11983585357666,21.607149124145508,22.0433349609375
72,1698,23.0,6.5459184646606445,9.140153884887695,9.510756492614746
73,1721,23.0,6.4020867347717285,8.950189590454102,9.28442668914795
74,1738,17.0,4.709441184997559,6.512014865875244,6.827972412109375
75,1753,15.0,3.8461599349975586,5.199798107147217,5.307763576507568
76,1765,12.0,2.8526391983032227,3.9154012203216553,4.030856609344482
77,1782,17.0,4.711879730224609,6.459399700164795,6.8524980545043945
78,1809,27.0,7.3637919425964355,10.577702522277832,10.953192710876465
79,1826,17.0,4.376616477966309,6.144545555114746,6.4081268310546875
80,1878,52.0,14.050928115844727,20.235172271728516,20.706331253051758
81,1891,13.0,3.0222132205963135,4.244558811187744,4.143357276916504
82,1902,11.0,2.081591844558716,3.4353063106536865,3.030172824859619
83,1915,13.0,3.2478060722351074,4.444929122924805,4.617997169494629
84,1942,27.0,7.277554035186768,10.447541236877441,10.741748809814453
85,1987,45.0,12.003134727478027,17.32194709777832,17.718273162841797
86,2009,22.0,6.050422191619873,8.450800895690918,8.86390209197998
87,2040,31.0,8.380339622497559,11.88187313079834,12.233022689819336
88,2062,22.0,5.646317005157471,8.105917930603027,8.374735832214355
89,2104,42.0,11.30803108215332,16.278614044189453,16.604108810424805
90,2126,22.0,5.689503192901611,7.920880317687988,8.191145896911621
91,2143,17.0,4.367599010467529,6.050950527191162,6.280493259429932
92,2159,16.0,4.046863555908203,5.72526216506958,5.872745990753174
93,2208,49.0,13.176963806152344,18.96375274658203,19.423574447631836
94,2225,17.0,4.4133501052856445,6.1218061447143555,6.43442964553833
95,2243,18.0,4.531546115875244,6.280119895935059,6.501322269439697
96,2262,19.0,4.816080570220947,6.7457170486450195,6.981625080108643
97,2275,13.0,2.765302896499634,3.8526296615600586,3.6459743976593018
98,2315,40.0,10.600446701049805,15.238014221191406,15.578984260559082
99,2349,34.0,8.79233169555664,12.894598960876465,13.123401641845703
100,2371,22.0,5.357306003570557,7.788435459136963,7.93023681640625
101,2386,15.0,3.2397844791412354,4.859370231628418,4.29359769821167
102,2400,14.0,3.2549045085906982,4.689816951751709,4.728997707366943
103,2432,32.0,8.188011169433594,12.044197082519531,12.10175609588623
104,2454,22.0,5.580085277557373,7.95924186706543,8.219955444335938
105,2468,14.0,3.084148645401001,4.459103107452393,4.467796325683594
106,2484,16.0,3.7890310287475586,5.3734517097473145,5.44851016998291
107,2516,32.0,8.09768009185791,11.812129020690918,12.115291595458984
108,2527,11.0,1.5423884391784668,3.1691911220550537,2.1246798038482666
109,2542,15.0,3.015895128250122,4.762364387512207,4.263006210327148
110,2560,18.0,3.9886462688446045,5.798383712768555,5.848502159118652
111,2580,20.0,4.885937213897705,6.958152770996094,7.144570350646973
112,2591,11.0,1.4810452461242676,3.406275749206543,2.431926727294922
113,2622,31.0,8.046042442321777,11.523241996765137,11.897587776184082
114,2639,17.0,3.875009298324585,5.561396598815918,5.651287078857422
115,2678,39.0,9.962770462036133,14.157302856445312,14.382543563842773
116,2704,26.0,6.3913702964782715,9.299551963806152,9.418729782104492
117,2723,19.0,3.8874692916870117,6.169534206390381,5.881129741668701
118,2740,17.0,3.7684485912323,5.322078704833984,5.455746650695801
119,2766,26.0,6.381642818450928,9.117269515991211,9.323226928710938
120,2784,18.0,3.6703076362609863,5.82318115234375,5.050559997558594
121,2812,28.0,6.797029495239258,9.835589408874512,10.032746315002441
122,2837,25.0,5.761680603027344,8.46971321105957,8.441774368286133
123,2857,20.0,4.338863849639893,6.3533196449279785,6.029549598693848
124,2872,15.0,2.8797500133514404,4.50370979309082,4.109898567199707
125,2913,41.0,10.170804023742676,14.766952514648438,15.018424987792969
126,2960,47.0,11.768805503845215,16.8295955657959,17.13274383544922
127,2989,29.0,7.083128452301025,10.367691993713379,10.581925392150879
128,3011,22.0,4.784760475158691,7.321565628051758,7.052871227264404
129,3021,10.0,0.7034278512001038,2.4382500648498535,0.8374713063240051
130,3098,77.0,18.26287269592285,26.869998931884766,27.264543533325195
131,3113,15.0,2.264695405960083,4.3605194091796875,3.20061993598938
132,3144,31.0,7.086529731750488,10.645570755004883,10.695708274841309
133,3155,11.0,0.9953648447990417,3.0945699214935303,1.542032241821289
134,3170,15.0,2.7632243633270264,4.435124397277832,4.002719879150391
135,3220,50.0,11.923274993896484,17.898115158081055,17.9713191986084
136,3245,25.0,5.323427200317383,8.123382568359375,8.005088806152344
137,3266,21.0,4.433260917663574,6.548731327056885,6.347484111785889
138,3280,14.0,2.025085926055908,3.7076900005340576,2.4122393131256104
139,3319,39.0,9.126428604125977,13.57347583770752,13.64315414428711
140,3341,22.0,4.363250732421875,6.908623218536377,6.188920497894287
141,3378,37.0,8.669587135314941,12.927387237548828,12.867204666137695
142,3420,42.0,9.866218566894531,14.76441764831543,14.674300193786621
143,3438,18.0,3.2199201583862305,4.821823596954346,4.456211566925049
144,3447,9.0,0.0679091066122055,2.3737952709198,-0.33757269382476807
145,3495,48.0,11.464923858642578,16.84112548828125,17.12750816345215
146,3516,21.0,4.287103652954102,6.481675148010254,6.399189472198486
147,3534,18.0,3.0747883319854736,5.13737678527832,4.347246170043945
148,3581,47.0,10.870484352111816,16.19911003112793,16.32777214050293
149,3593,12.0,0.7943715453147888,3.0664145946502686,1.0722943544387817
150,3646,53.0,12.377848625183105,18.597867965698242,18.758756637573242
151,3683,37.0,8.524528503417969,12.67086124420166,12.804939270019531
152,3696,13.0,1.20277738571167,3.239600896835327,1.420688509941101
153,3718,22.0,3.997731924057007,6.593557357788086,6.0263447761535645
154,3754,36.0,8.187594413757324,12.284345626831055,12.389081001281738
155,3769,15.0,1.7184276580810547,3.9122726917266846,2.553241491317749
156,3789,20.0,3.4038259983062744,5.5988078117370605,5.00722599029541
157,3803,14.0,1.2431318759918213,3.675539493560791,1.579031229019165
158,3827,24.0,4.5291314125061035,7.276478290557861,6.631798267364502
159,3841,14.0,1.7629730701446533,3.32104229927063,2.3412272930145264
160,3868,27.0,5.687027931213379,8.60926628112793,8.518301010131836
161,3896,28.0,5.90473747253418,8.933072090148926,8.814630508422852
162,3928,32.0,6.555728912353516,10.378910064697266,9.972213745117188
163,3956,28.0,5.456376075744629,8.80663776397705,8.280593872070312
164,4005,49.0,11.116365432739258,16.74721908569336,16.922712326049805
165,4045,40.0,8.651435852050781,13.181429862976074,13.052286148071289
166,4076,31.0,6.541532516479492,9.65606689453125,9.578363418579102
167,4097,21.0,3.727574586868286,6.037357807159424,5.464486122131348
168,4115,18.0,2.3786380290985107,4.664029121398926,3.5619773864746094
169,4140,25.0,4.909598350524902,7.5080037117004395,7.305772304534912
170,4172,32.0,6.293518543243408,10.152817726135254,9.584461212158203
171,4213,41.0,8.752685546875,13.296529769897461,13.198372840881348
172,4282,69.0,15.258134841918945,22.8731632232666,22.911052703857422
173,4335,53.0,11.511515617370605,17.520893096923828,17.481996536254883
174,4379,44.0,9.496119499206543,14.107128143310547,14.021437644958496
175,4399,20.0,3.3240740299224854,5.309832572937012,4.766693115234375
176,4442,43.0,9.057815551757812,13.961895942687988,13.723551750183105
177,4470,28.0,5.017916202545166,8.510096549987793,7.49672794342041
178,4497,27.0,4.4876227378845215,7.912143230438232,7.210031986236572
179,4517,20.0,2.619093179702759,5.237416744232178,3.818467378616333
180,4535,18.0,2.0935492515563965,4.520441055297852,3.099402666091919
181,4571,36.0,7.356219291687012,11.325052261352539,11.106451988220215
182,4588,17.0,1.8601348400115967,4.224076747894287,2.491058349609375
183,4606,18.0,2.1328988075256348,4.761911869049072,3.0691025257110596
184,4628,22.0,3.139697551727295,5.566519737243652,4.5950164794921875
185,4641,13.0,0.909050703048706,2.7915494441986084,0.7656921744346619
186,4661,20.0,3.023948907852173,5.079358100891113,4.238339900970459
187,4760,99.0,20.46614646911621,31.007497787475586,31.269580841064453
188,4794,34.0,6.344367027282715,10.002077102661133,9.542571067810059
