episode,env_steps,return,actor_loss,critic_loss,mean_advantage
56,1297,26.0,-0.013681863434612751,0.3588781952857971,-1.604740518246217e-08
57,1310,13.0,-0.03146844729781151,0.3202454745769501,2.07470009172539e-07
58,1341,31.0,-0.0009756679646670818,0.41852906346321106,5.960464477539063e-08
59,1373,32.0,-0.0038723875768482685,0.36696940660476685,1.2665987014770508e-07
60,1437,64.0,-0.0065960390493273735,0.3978981673717499,6.705522537231445e-08
61,1453,16.0,0.026021350175142288,0.2913336753845215,-7.450580596923828e-08
62,1487,34.0,-0.046156421303749084,0.30598896741867065,1.0518466808662197e-07
63,1504,17.0,0.00451365951448679,0.3409636914730072,-5.6098489409350805e-08
64,1520,16.0,-0.03635488450527191,0.3512061536312103,1.7881393432617188e-07
65,1549,29.0,0.004100156016647816,0.40869206190109253,-6.78259723940755e-08
66,1566,17.0,0.0017386930994689465,0.43476104736328125,-4.9086178677271164e-08
67,1581,15.0,-0.0028995219618082047,0.37171822786331177,-3.8754659925643864e-08
68,1597,16.0,-0.004540023859590292,0.35338547825813293,1.4156103134155273e-07
69,1621,24.0,-0.013024598360061646,0.345841646194458,-2.2351741790771484e-07
70,1648,27.0,0.0016776206903159618,0.3764500916004181,-4.194400915480401e-08
71,1661,13.0,-0.03370070457458496,0.27767717838287354,-9.972315240247553e-08
72,1676,15.0,-0.01723737269639969,0.41098982095718384,6.655852047288136e-08
73,1716,40.0,-0.023447806015610695,0.32223257422447205,-1.728534755329747e-07
74,1735,19.0,-0.009472709149122238,0.32499960064888,-1.537172380494667e-07
75,1759,24.0,-0.008352560922503471,0.31078246235847473,2.9802322387695312e-08
76,1793,34.0,0.0003756680525839329,0.4636991024017334,3.85677125791517e-08
77,1837,44.0,-0.008037317544221878,0.2705128490924835,-2.506104408439569e-07
78,1859,22.0,-0.02079857885837555,0.5138037204742432,-7.586045569496491e-08
79,1882,23.0,-0.008192072622478008,0.37746596336364746,-4.01683486472848e-08
80,1897,15.0,-0.026952024549245834,0.2774710953235626,2.6387473539557504e-08
81,1962,65.0,0.00018209870904684067,0.4032008647918701,9.169945514031497e-08
82,2000,38.0,-0.0020093321800231934,0.3935137689113617,-5.489901511168682e-08
83,2080,80.0,0.0008747675456106663,0.35841089487075806,2.771616038899083e-07
84,2120,40.0,-0.01695914752781391,0.3808714747428894,-5.364417887676609e-08
85,2135,15.0,0.0007693148218095303,0.34423667192459106,-2.0625689955977577e-07
86,2156,21.0,-0.01710415817797184,0.3235962390899658,-4.967053612858763e-08
87,2167,11.0,0.023893680423498154,0.3206411302089691,1.5172091138992982e-07
88,2228,61.0,-0.008462545461952686,0.389516681432724,-1.7099692684041656e-07
89,2238,10.0,-0.011923834681510925,0.19165250658988953,-2.3245812030836532e-07
90,2257,19.0,-0.031841691583395004,0.2601151764392853,2.2587023806863726e-07
91,2272,15.0,-0.02494746819138527,0.18035396933555603,-7.152557657263969e-08
92,2290,18.0,0.023396767675876617,0.4595424234867096,-3.311369312086754e-08
93,2307,17.0,-0.012447076849639416,0.4177863597869873,7.0123111761688506e-09
94,2330,23.0,-0.028119893744587898,0.3414660692214966,-5.701313909867167e-08
95,2347,17.0,-0.022426338866353035,0.3297485113143921,-2.0335701833573694e-07
96,2360,13.0,0.005477856379002333,0.3517049252986908,6.8774590467057806e-09
97,2382,22.0,-0.046975988894701004,0.20934416353702545,-1.2191859077859135e-08
98,2401,19.0,0.002859140280634165,0.33638566732406616,6.901590410279823e-08
99,2428,27.0,-0.037333495914936066,0.3242012560367584,1.6998362184494908e-07
100,2470,42.0,-0.032108645886182785,0.4353981912136078,5.108969602929392e-08
101,2526,56.0,-0.018766220659017563,0.2820994257926941,-1.0856560095362511e-07
102,2542,16.0,-0.014887958765029907,0.23051346838474274,1.341104507446289e-07
103,2595,53.0,-0.09463509917259216,0.3904387354850769,-6.354080284154406e-08
104,2644,49.0,-0.010577719658613205,0.4907148778438568,1.3623919414840202e-07
105,2668,24.0,-0.03206172585487366,0.18870307505130768,-1.2914340175029793e-07
106,2703,35.0,-0.02521919272840023,0.37279564142227173,6.982258327070667e-08
107,2715,12.0,-0.04004576429724693,0.27949219942092896,3.476937493473997e-08
108,2738,23.0,-0.0024282638914883137,0.49010545015335083,-1.5419462329191447e-07
109,2752,14.0,0.04459754377603531,0.36894553899765015,-1.842688313047347e-08
110,2782,30.0,-0.04130348190665245,0.23674222826957703,-1.7682711472843948e-07
111,2812,30.0,-0.015794802457094193,0.6166303753852844,1.0530153815579979e-07
112,2831,19.0,-0.0016713603399693966,0.5059900879859924,-9.411260037950342e-08
113,2848,17.0,0.006548451725393534,0.2513006627559662,-1.612831539432591e-07
114,2896,48.0,-0.014040691778063774,0.391159325838089,3.973643103449831e-08
115,2932,36.0,-0.043702319264411926,0.47645270824432373,3.6425060301326084e-08
116,2977,45.0,-0.0012330026365816593,0.4448264539241791,-5.9604645663569045e-09
117,3009,32.0,-0.027173185721039772,0.2997003197669983,9.685754776000977e-08
118,3025,16.0,-0.016466422006487846,0.17459404468536377,-1.1920928955078125e-07
119,3044,19.0,-0.0019644247367978096,0.5062799453735352,-1.2548346717267123e-07
120,3072,28.0,0.002972761169075966,0.39266517758369446,-8.727823086474018e-08
121,3104,32.0,-0.024496961385011673,0.24535450339317322,8.568167686462402e-08
122,3120,16.0,-0.017534904181957245,0.25640869140625,7.450580596923828e-08
123,3153,33.0,-0.08453573286533356,0.32153844833374023,-1.0837208463954084e-07
124,3179,26.0,-0.027227554470300674,0.31143155694007874,-1.0545436879283443e-07
125,3219,40.0,-0.033795129507780075,0.3624626696109772,1.0728835775353218e-07
126,3239,20.0,-0.0020568915642797947,0.25715160369873047,1.2218951894737984e-07
127,3267,28.0,-0.018417779356241226,0.5368465185165405,-1.277242400732348e-08
128,3280,13.0,0.028604529798030853,0.2628074288368225,5.616591636226076e-08
129,3295,15.0,0.019002646207809448,0.3527837097644806,-2.4338563164860716e-08
130,3318,23.0,-0.0027416031807661057,0.38150545954704285,-1.3346257787816285e-07
131,3345,27.0,0.0038899690844118595,0.2371746152639389,-2.428337495530286e-07
132,3380,35.0,-0.049409251660108566,0.3245562016963959,-3.4059798537100505e-08
133,3398,18.0,-0.0038351237308233976,0.22707833349704742,1.3245477248347015e-07
134,3451,53.0,0.003422645851969719,0.35300880670547485,-1.0290235508136902e-07
135,3507,56.0,-0.007892130874097347,0.455793172121048,5.3218432327639675e-08
136,3564,57.0,-0.00900052860379219,0.357366681098938,3.7645037309630425e-08
137,3592,28.0,-0.02431563101708889,0.22500503063201904,1.2346676214747276e-07
138,3615,23.0,-0.004069706425070763,0.5711994767189026,-1.1661778209770546e-08
139,3649,34.0,-0.04419492185115814,0.2968440055847168,-1.682954717807661e-07
140,3704,55.0,-0.01577766425907612,0.24743273854255676,-2.2758136708489474e-08
141,3756,52.0,-0.004169981926679611,0.4370495080947876,-1.9486134306134772e-07
142,3779,23.0,0.0073007745668292046,0.20289044082164764,-1.4901161193847656e-07
143,3794,15.0,-0.028239067643880844,0.31970876455307007,-1.9917885651921097e-07
144,3809,15.0,-0.0023222719319164753,0.3025332987308502,-1.4901161193847656e-08
145,3875,66.0,-0.006822752766311169,0.5386559367179871,3.973643103449831e-08
146,3931,56.0,-0.002209216821938753,0.3557353615760803,-2.1287373641598606e-08
147,3961,30.0,-0.010145818814635277,0.24093280732631683,7.947286384535346e-09
148,4032,71.0,-0.0011525568552315235,0.28290972113609314,2.384185791015625e-07
149,4050,18.0,-0.02523573487997055,0.13283701241016388,0.0
150,4065,15.0,0.01230686716735363,0.3718041777610779,-5.4637592228345966e-08
151,4077,12.0,-0.05635939538478851,0.382658988237381,-7.202228147207279e-08
152,4112,35.0,0.0026471256278455257,0.40014830231666565,1.5156609833866241e-07
153,4162,50.0,-0.00819618720561266,0.39600953459739685,-1.597404519770862e-07
154,4202,40.0,-0.0056302472949028015,0.3664846420288086,-1.698732319255214e-07
155,4256,54.0,-0.0413234680891037,0.34050923585891724,-2.2075794525733272e-09
156,4277,21.0,-0.004965807311236858,0.373481422662735,1.0927518445669193e-07
157,4315,38.0,-0.008064085617661476,0.35494697093963623,2.0391063060287706e-08
158,4347,32.0,-0.07522965222597122,0.3101857006549835,2.1979212760925293e-07
159,4358,11.0,-0.012018078938126564,0.400821715593338,1.0295347863120696e-07
160,4390,32.0,-0.027745122089982033,0.41767093539237976,-1.1920928955078125e-07
161,4410,20.0,-0.07966636121273041,0.32747796177864075,8.940696716308594e-08
162,4439,29.0,0.006290340796113014,0.3704835772514343,4.110665230427912e-08
163,4462,23.0,0.0006092572584748268,0.2745673656463623,-2.487846018084383e-07
164,4477,15.0,-0.0025264243595302105,0.2803769111633301,-2.359350581571107e-08
165,4519,42.0,0.0018155872821807861,0.278540700674057,-1.277242400732348e-08
166,4599,80.0,-0.04428219050168991,0.37000900506973267,1.5497207073167374e-07
167,4621,22.0,0.016866814345121384,0.5316935181617737,6.773255023517777e-08
168,4655,34.0,3.505172207951546e-05,0.4178457260131836,9.992543681391908e-08
169,4700,45.0,-0.004967845976352692,0.42775958776474,-5.6955549609938316e-08
170,4742,42.0,0.0004292191006243229,0.47673505544662476,-1.4475413934178505e-07
171,4770,28.0,-0.002906213514506817,0.3766709864139557,4.896095973094816e-08
172,4811,41.0,-0.02471432089805603,0.3213057518005371,-7.559613379726215e-08
173,4833,22.0,-0.026750430464744568,0.234315887093544,-2.384185791015625e-07
174,4848,15.0,-0.07724820822477341,0.40430232882499695,-8.965532316551617e-08
175,4873,25.0,-0.002522842027246952,0.3818166255950928,-2.0027160019253643e-07
176,4894,21.0,-0.07288921624422073,0.22262409329414368,-1.1637096974936867e-07
177,4906,12.0,-0.03666016086935997,0.14909200370311737,-2.0613272511127434e-07
178,4958,52.0,-0.022041616961359978,0.37391164898872375,3.8972267191184073e-08
179,4983,25.0,-0.06403737515211105,0.25727880001068115,4.2915345943583816e-08
180,4996,13.0,-0.028697744011878967,0.26427096128463745,1.75375205913042e-07
181,5018,22.0,0.0227519441395998,0.32101237773895264,-1.6391277313232422e-07
182,5040,22.0,-0.025211770087480545,0.29486897587776184,0.0
183,5066,26.0,0.005637166555970907,0.3927317261695862,-1.765214534543702e-07
184,5082,16.0,0.008980673737823963,0.16903933882713318,-2.2351741790771484e-08
185,5108,26.0,-0.025271452963352203,0.39551860094070435,6.418962072984868e-08
186,5127,19.0,0.017327342182397842,0.325096994638443,1.0352385970691103e-07
187,5174,47.0,-0.009375832043588161,0.3664843738079071,1.280865831176925e-07
188,5224,50.0,-0.018616916611790657,0.39785492420196533,2.1457672971791908e-08
189,5295,71.0,-0.024256333708763123,0.38774940371513367,-6.54811600497851e-08
190,5310,15.0,-0.04912712797522545,0.30737048387527466,-6.457170087514896e-08
191,5325,15.0,-0.08414100855588913,0.17957335710525513,6.357829107628277e-08
192,5422,97.0,-0.007433804217725992,0.3661229610443115,3.56398892620291e-08
193,5470,48.0,-0.010638936422765255,0.385574609041214,-9.934107758624577e-09
194,5484,14.0,0.002965318039059639,0.3075590133666992,-5.20210186039094e-08
195,5509,25.0,-0.07636529952287674,0.31950870156288147,-9.536743306171047e-08
196,5617,108.0,-0.021525507792830467,0.3010009229183197,-1.0761949909010582e-07
197,5645,28.0,0.013695597648620605,0.37353768944740295,1.2346676214747276e-07
198,5662,17.0,0.00034961290657520294,0.2577493488788605,1.1219697881870161e-07
199,5675,13.0,-0.12561069428920746,0.1412023901939392,-9.3991943117544e-08
200,5723,48.0,-0.004779062233865261,0.4246581494808197,6.208816927255612e-08
201,5757,34.0,0.0018892842344939709,0.4039069712162018,-1.7180161648866488e-07
202,5775,18.0,0.013856266625225544,0.2621224820613861,1.9868215517249155e-08
203,5790,15.0,-0.004017248284071684,0.38062506914138794,6.693105092381302e-08
204,5821,31.0,-0.044689860194921494,0.2922903299331665,1.0382744619619189e-07
205,5876,55.0,-0.05228032171726227,0.3636308014392853,-1.197511494410719e-07
206,5896,20.0,-0.004426341038197279,0.35047832131385803,-1.0728835775353218e-07
207,5930,34.0,-0.011892279610037804,0.326777845621109,1.1570313063202775e-07
208,5949,19.0,-0.030207134783267975,0.6434954404830933,7.215299291374322e-08
209,5981,32.0,-0.005719953682273626,0.4448256194591522,8.195638656616211e-08
210,6029,48.0,0.00494918879121542,0.44248732924461365,-1.2417633854511223e-07
211,6043,14.0,0.03568822890520096,0.4439534544944763,-3.3527612686157227e-08
212,6075,32.0,-0.020665336400270462,0.30734747648239136,-5.587935447692871e-08
213,6114,39.0,0.005379417445510626,0.35639140009880066,-1.314358826220996e-07
214,6148,34.0,-0.007569915149360895,0.3981039822101593,-4.207386794519152e-08
215,6168,20.0,-0.03541024029254913,0.44353002309799194,-3.8743017682918435e-08
216,6202,34.0,-0.020901091396808624,0.423252135515213,1.051846698629788e-08
217,6227,25.0,0.011231600306928158,0.44640129804611206,4.7683716530855236e-08
218,6258,31.0,-0.06537842750549316,0.391610711812973,4.80682622594486e-08
219,6293,35.0,0.015383515506982803,0.3743094205856323,-9.877341256014915e-08
220,6313,20.0,-0.020338091999292374,0.27646759152412415,3.8743017682918435e-08
221,6335,22.0,-0.06312138587236404,0.25558626651763916,-1.259825381794144e-07
222,6381,46.0,-0.010631158947944641,0.32137051224708557,-1.8140544000289083e-07
223,6407,26.0,0.009553880430758,0.3547394871711731,-1.237942655052393e-07
224,6426,19.0,0.021031245589256287,0.26265090703964233,4.391921137880672e-08
225,6448,22.0,-0.008274267427623272,0.2581585943698883,1.1649999009932799e-07
226,6475,27.0,-0.0086055314168334,0.26174113154411316,-7.505769872295787e-08
227,6504,29.0,2.8677284717559814e-05,0.3759194612503052,8.632396486518701e-08
228,6522,18.0,-0.029360875487327576,0.3166942596435547,2.4504132056790695e-07
229,6535,13.0,-0.12323268502950668,0.21534815430641174,-1.455728835253467e-07
230,6548,13.0,-0.11189007014036179,0.1432598978281021,1.1691680157355222e-07
231,6574,26.0,-0.040124502032995224,0.18282610177993774,-7.335956553333745e-08
232,6621,47.0,0.0048373304307460785,0.3664657771587372,9.828425362456983e-08
233,6649,28.0,-0.007552339695394039,0.45335307717323303,-2.554484801464696e-08
234,6670,21.0,-0.0076903533190488815,0.3349303901195526,9.792191946189632e-08
235,6703,33.0,0.002661455422639847,0.3039189875125885,-6.502325078372451e-08
236,6769,66.0,-0.011811885051429272,0.2248624861240387,-1.372713001046577e-07
237,6787,18.0,-0.0222788006067276,0.2541729211807251,-2.7815499947791977e-07
238,6819,32.0,0.002169677522033453,0.4417843222618103,1.1548399925231934e-07
239,6860,41.0,-0.0033846877049654722,0.3637787997722626,-2.907543716901273e-08
240,6889,29.0,-0.004869180731475353,0.3935307562351227,-2.2608658056810782e-08
241,6911,22.0,-0.04105552285909653,0.35347220301628113,1.2191859077859135e-08
242,6931,20.0,-0.0027576270513236523,0.381297767162323,1.9669532491661812e-07
243,7017,86.0,-0.0026675169356167316,0.44184610247612,-9.703081893519538e-09
244,7044,27.0,-0.01148149836808443,0.2613351047039032,9.271833789625816e-08
245,7069,25.0,-0.03088577650487423,0.36715224385261536,-1.1444091541079615e-07
246,7131,62.0,-0.006173349916934967,0.2975248396396637,-9.541550127778464e-08
247,7197,66.0,0.003909257706254721,0.2954891622066498,-1.2462788845368777e-07
248,7234,37.0,-0.019511744379997253,0.3549058139324188,-1.6431550875495304e-07
249,7307,73.0,0.003399565815925598,0.22026772797107697,-5.225612653703138e-08
250,7331,24.0,-0.0013766298070549965,0.38847100734710693,-1.2914340175029793e-07
251,7427,96.0,-0.010106123052537441,0.22149956226348877,-1.2417634032146907e-08
252,7493,66.0,-0.041583627462387085,0.3985147476196289,-6.773255023517777e-08
253,7511,18.0,0.01526927575469017,0.36642980575561523,0.0
254,7530,19.0,0.055683981627225876,0.34360557794570923,-1.694026678933369e-07
255,7594,64.0,-0.002137307543307543,0.29143667221069336,2.086162567138672e-07
256,7613,19.0,0.05264930799603462,0.36788976192474365,-1.2548346361995755e-08
257,7631,18.0,0.016203153878450394,0.3826717138290405,1.125865480844368e-07
258,7715,84.0,-0.011618048883974552,0.22451165318489075,1.0643686465527935e-07
259,7725,10.0,0.2712472677230835,0.28061336278915405,-5.960464477539063e-08
260,7753,28.0,0.006778968498110771,0.32694190740585327,5.534716862598543e-08
261,7800,47.0,-0.03689688816666603,0.3580968677997589,-5.0727355649371475e-09
262,7829,29.0,-0.008210357278585434,0.24572037160396576,3.6995984942223004e-08
263,7862,33.0,-0.051065593957901,0.2798389792442322,-5.0573639498452394e-08
264,7889,27.0,-0.04676050320267677,0.36822542548179626,2.384185791015625e-07
265,7941,52.0,-0.004807101096957922,0.41984838247299194,-1.2264801796391112e-07
266,7968,27.0,-0.12505203485488892,0.22959953546524048,4.856674706843478e-08
267,7996,28.0,0.009189702570438385,0.32099977135658264,2.7673584312992716e-08
268,8026,30.0,0.00481469975784421,0.3474740982055664,3.5762788286319847e-08
269,8049,23.0,-0.0510471947491169,0.4750092625617981,6.09003976137501e-08
270,8075,26.0,0.023596929386258125,0.4155920147895813,-1.0316188792103276e-07
271,8105,30.0,-0.035259537398815155,0.3845258355140686,-1.5894572413799324e-07
272,8129,24.0,0.002415299881249666,0.3523437976837158,-1.4901161193847656e-08
273,8210,81.0,-0.0038481804076582193,0.25343868136405945,-4.267986852823924e-08
274,8272,62.0,0.003503807820379734,0.16938287019729614,-1.6102868372058765e-08
275,8294,22.0,-0.025845229625701904,0.2872300148010254,9.482557317141982e-08
276,8305,11.0,-0.005598505027592182,0.20934338867664337,-2.384185791015625e-07
277,8325,20.0,-0.0163816399872303,0.21050521731376648,3.5762788286319847e-08
278,8423,98.0,-0.0026955981738865376,0.2738376557826996,1.8003035506808374e-07
279,8469,46.0,-0.08295619487762451,0.34309664368629456,-9.588573135488332e-08
280,8487,18.0,-0.037096284329891205,0.261142373085022,1.3576612900578766e-07
281,8548,61.0,-0.0024389419704675674,0.27123287320137024,-1.3337761117782065e-07
282,8643,95.0,-0.029066890478134155,0.24076034128665924,-9.724968386137789e-09
283,8674,31.0,-0.023708350956439972,0.4580749571323395,-3.268641890485924e-08
284,8690,16.0,-0.05405595526099205,0.204334557056427,-3.725290298461914e-08
285,8772,82.0,0.0032638506963849068,0.4389587640762329,1.1412108591457581e-07
286,8782,10.0,0.0030312598682940006,0.20309746265411377,5.960464477539063e-08
287,8810,28.0,-0.015196649357676506,0.3289785087108612,1.0643686820799303e-08
288,8836,26.0,0.027936989441514015,0.42436644434928894,-1.1691680157355222e-07
289,8868,32.0,-0.0036238431930541992,0.31730225682258606,-5.21540641784668e-08
290,8897,29.0,-0.02946990542113781,0.34220945835113525,4.5217316113621564e-08
291,8940,43.0,-0.04482438415288925,0.4015142321586609,1.427739135806405e-07
292,8958,18.0,0.031353697180747986,0.12977057695388794,-1.125865480844368e-07
293,8989,31.0,0.005082819610834122,0.42971041798591614,-1.7881393432617188e-07
294,9023,34.0,0.003682207316160202,0.33637911081314087,-1.507646913978533e-07
295,9095,72.0,-0.013266345486044884,0.3352261483669281,9.271833789625816e-08
296,9179,84.0,-0.05498693510890007,0.3636228144168854,-1.5114035534224968e-07
297,9201,22.0,0.010550269857048988,0.3596276640892029,3.2511625391862253e-08
298,9213,12.0,0.0867762640118599,0.19336070120334625,1.9619862712261238e-07
299,9256,43.0,-0.001195490825921297,0.22976070642471313,-2.079231720131247e-08
300,9271,15.0,-0.04895719885826111,0.1614370495080948,-1.0778506265296528e-07
301,9299,28.0,0.021942995488643646,0.4232836663722992,-2.7673584312992716e-08
302,9328,29.0,0.005851939786225557,0.31534385681152344,3.08299874518525e-08
303,9342,14.0,-0.07674425840377808,0.12375389784574509,5.694372262610159e-08
304,9374,32.0,-0.007961051538586617,0.4063321053981781,7.450580596923828e-08
305,9404,30.0,0.017701825127005577,0.3673924505710602,-7.947286384535346e-09
306,9562,158.0,-0.013080054894089699,0.49492940306663513,5.281424186875938e-09
307,9702,140.0,-0.00934937596321106,0.2821321189403534,-9.025846026133877e-08
308,9767,65.0,-0.006012684665620327,0.40815651416778564,-1.2471126353830186e-07
309,9802,35.0,-0.0031717924866825342,0.30219313502311707,1.1580331005234257e-07
310,9816,14.0,0.1274963915348053,0.18037958443164825,-8.900782688670006e-08
311,9867,51.0,-0.04262552037835121,0.28682857751846313,8.882260971176947e-08
312,9903,36.0,0.024245718494057655,0.3744449019432068,-1.9702646625319176e-07
313,9960,57.0,-0.0607566237449646,0.19477248191833496,2.3632718182398094e-07
314,9989,29.0,0.004693120252341032,0.31587010622024536,8.22133028322014e-09
315,10026,37.0,-0.005733492784202099,0.2889114320278168,8.699056053274035e-08
316,10053,27.0,0.002947002649307251,0.25007176399230957,-8.388801830960801e-08
317,10078,25.0,-0.004393507726490498,0.34327587485313416,9.536743306171047e-08
318,10114,36.0,0.004607661627233028,0.24682289361953735,6.788306450289383e-08
319,10133,19.0,-0.0604165643453598,0.13373933732509613,-5.6467559517159316e-08
320,10151,18.0,-0.07667367905378342,0.10643846541643143,-1.8874804652568855e-07
321,10221,70.0,-0.009934596717357635,0.2273266762495041,-7.663454226758404e-08
322,10249,28.0,-0.00868571363389492,0.3040585517883301,1.575265571318596e-07
323,10281,32.0,-0.001957136206328869,0.2735968232154846,5.587935447692871e-08
324,10328,47.0,-0.041980940848588943,0.38048219680786133,-3.677733317886123e-08
325,10365,37.0,-0.0374925471842289,0.39127448201179504,-1.75592063555996e-07
326,10395,30.0,-0.0891202837228775,0.34656035900115967,8.34465012644614e-08
327,10408,13.0,-0.04915118217468262,0.2730781137943268,1.833989138333436e-08
328,10441,33.0,-0.14419478178024292,0.25882312655448914,-3.612402821318028e-08
329,10563,122.0,-0.004261837340891361,0.228796124458313,-1.1236941332981587e-07
330,10594,31.0,-0.06114954501390457,0.307290256023407,2.3072765031884046e-08
331,10620,26.0,-0.02252669259905815,0.26728036999702454,-1.1462431359632319e-07
332,10639,19.0,0.02934526652097702,0.2181597799062729,-1.0666094141242866e-07
333,10663,24.0,0.02198452688753605,0.3094784915447235,3.476937493473997e-08
334,10678,15.0,0.08870088309049606,0.35940083861351013,-8.245309146559521e-08
335,10707,29.0,-0.03216017037630081,0.3036474883556366,2.055332615213956e-08
336,10791,84.0,0.005164229776710272,0.39670008420944214,6.670043717349472e-08
337,10827,36.0,0.03385356068611145,0.4976828992366791,2.317958447406454e-08
338,10859,32.0,-0.00896399561315775,0.2783561050891876,9.685754776000977e-08
339,10911,52.0,-0.04494834318757057,0.35719960927963257,1.2723299391836917e-07
340,10922,11.0,-0.16104771196842194,0.13425622880458832,-3.7930227847482456e-08
341,10947,25.0,-0.05815913528203964,0.22483806312084198,-4.2915345943583816e-08
342,10991,44.0,-0.04838860407471657,0.3193119764328003,1.1920928955078125e-07
343,11031,40.0,0.0010018907487392426,0.2933201789855957,4.470348358154297e-08
344,11082,51.0,-0.00362177356146276,0.31456950306892395,-1.3089648120967468e-07
345,11105,23.0,-0.01594437286257744,0.24688415229320526,-1.0625176116718649e-07
346,11149,44.0,-0.009805245324969292,0.25512275099754333,1.0024417207432634e-07
347,11192,43.0,-0.0035919630900025368,0.31063026189804077,8.594157918651035e-08
348,11255,63.0,-0.0012352354824543,0.3411477506160736,-6.575432820454807e-08
349,11334,79.0,-0.05373638868331909,0.2395801991224289,-6.111362438332435e-08
350,11366,32.0,-0.049245260655879974,0.2991766333580017,-6.332993507385254e-08
351,11414,48.0,-0.004562581889331341,0.3779388964176178,-9.685754776000977e-08
